iteration,accepted_updates,status,linearization_refreshed,mean_mse_gradient_norm,lambda,train_mse_normalized,validation_mse_normalized,best_validation_mse_normalized,normal_seconds,jacobian_seconds,normal_matrix_seconds,solve_seconds,candidate_seconds,candidate_train_seconds,candidate_validation_seconds,checkpoint,best_checkpoint
139,109,accepted,1,0.000280135,1.54074e-06,3.05838e-06,3.14764e-06,3.14764e-06,0.469175,0.0301765,0.437027,0.0105572,0.0352313,0.0122901,0.0229411,,best_validation_checkpoint_1.bin
140,110,accepted,1,0.000941133,7.70372e-07,3.03464e-06,3.12026e-06,3.12026e-06,0.474702,0.0332358,0.43948,0.0116838,0.0353071,0.0121492,0.0231578,,best_validation_checkpoint_0.bin
141,110,rejected,1,0.00351041,7.70372e-06,3.03464e-06,3.12026e-06,3.12026e-06,0.473927,0.0300387,0.442098,0.010764,0.0120051,0.0120048,0,,
142,111,accepted,0,0.00351041,3.85186e-06,2.86313e-06,2.94642e-06,2.94642e-06,0,0,0,0.0110165,0.0351796,0.012131,0.0230483,,best_validation_checkpoint_1.bin
143,112,accepted,1,0.000193889,1.92593e-06,2.8083e-06,2.89008e-06,2.89008e-06,0.452752,0.0298343,0.421189,0.0109028,0.0361503,0.0121785,0.0239718,,best_validation_checkpoint_0.bin
144,113,accepted,1,0.000490581,9.62965e-07,2.74401e-06,2.82383e-06,2.82383e-06,0.468447,0.0315092,0.434991,0.0117117,0.0360871,0.0121999,0.023887,,best_validation_checkpoint_1.bin
145,113,rejected,1,0.00177349,9.62965e-06,2.74401e-06,2.82383e-06,2.82383e-06,0.459325,0.0312182,0.426337,0.0120004,0.0121371,0.0121368,0,,
146,114,accepted,0,0.00177349,4.81482e-06,2.67677e-06,2.75392e-06,2.75392e-06,0,0,0,0.0110067,0.0350004,0.01201,0.0229904,,best_validation_checkpoint_0.bin
147,115,accepted,1,9.57694e-05,2.40741e-06,2.63681e-06,2.71285e-06,2.71285e-06,0.472611,0.0328819,0.437757,0.0117676,0.0362005,0.0130636,0.0231369,,best_validation_checkpoint_1.bin
148,116,accepted,1,0.000261038,1.20371e-06,2.57414e-06,2.64868e-06,2.64868e-06,0.493189,0.0321965,0.459287,0.0123297,0.0360513,0.0122407,0.0238105,,best_validation_checkpoint_0.bin
149,116,rejected,1,0.000951842,1.20371e-05,2.57414e-06,2.64868e-06,2.64868e-06,0.46565,0.0339875,0.429879,0.0113173,0.0123558,0.0123555,0,,
150,117,accepted,0,0.000951842,6.01853e-06,2.54368e-06,2.61616e-06,2.61616e-06,0,0,0,0.0144714,0.0386849,0.0137444,0.0249403,,best_validation_checkpoint_1.bin
151,118,accepted,1,4.84554e-05,3.00927e-06,2.51416e-06,2.58576e-06,2.58576e-06,0.465595,0.0339828,0.429456,0.0116522,0.0367362,0.0130388,0.0236973,,best_validation_checkpoint_0.bin
152,119,accepted,1,0.00014249,1.50463e-06,2.46226e-06,2.53261e-06,2.53261e-06,0.48288,0.0303836,0.449622,0.0167188,0.0368356,0.0134706,0.0233649,,best_validation_checkpoint_1.bin
153,120,accepted,1,0.00052701,7.52316e-07,2.41286e-06,2.4821e-06,2.4821e-06,0.503852,0.0320037,0.46882,0.0513606,0.0373934,0.0151174,0.022276,,best_validation_checkpoint_0.bin
154,120,rejected,1,0.00220355,7.52316e-06,2.41286e-06,2.4821e-06,2.4821e-06,0.474211,0.0340208,0.438419,0.0119402,0.0122163,0.012216,0,,
155,121,accepted,0,0.00220355,3.76158e-06,2.3347e-06,2.39945e-06,2.39945e-06,0,0,0,0.0118303,0.0359065,0.0120803,0.0238262,,best_validation_checkpoint_1.bin
156,122,accepted,1,9.25732e-05,1.88079e-06,2.29634e-06,2.36008e-06,2.36008e-06,0.554811,0.0351759,0.517736,0.0126234,0.0363436,0.0127322,0.0236112,,best_validation_checkpoint_0.bin
157,123,accepted,1,0.000249575,9.40395e-07,2.23745e-06,2.30004e-06,2.30004e-06,0.480786,0.0355678,0.44303,0.0113632,0.0385178,0.013598,0.0249197,,best_validation_checkpoint_1.bin
158,123,rejected,1,0.0010191,9.40395e-06,2.23745e-06,2.30004e-06,2.30004e-06,0.482677,0.0367557,0.444204,0.0135364,0.0126683,0.0126681,0,,
159,124,accepted,0,0.0010191,4.70198e-06,2.20681e-06,2.26663e-06,2.26663e-06,0,0,0,0.0108108,0.0357772,0.0128734,0.0229038,,best_validation_checkpoint_0.bin
160,125,accepted,1,4.66504e-05,2.35099e-06,2.17844e-06,2.2374e-06,2.2374e-06,0.48265,0.0326415,0.448245,0.0109639,0.0362798,0.0126442,0.0236354,,best_validation_checkpoint_1.bin
161,126,accepted,1,0.000129422,1.17549e-06,2.12858e-06,2.18639e-06,2.18639e-06,0.499694,0.0312526,0.46661,0.0168194,0.0379366,0.0140774,0.0238591,,best_validation_checkpoint_0.bin
162,127,accepted,1,0.000507338,5.87747e-07,2.07887e-06,2.13558e-06,2.13558e-06,0.480302,0.0309277,0.446962,0.011554,0.0370352,0.0122405,0.0247947,,best_validation_checkpoint_1.bin
163,127,rejected,1,0.00226468,5.87747e-06,2.07887e-06,2.13558e-06,2.13558e-06,0.460382,0.0319346,0.426567,0.0112218,0.0126235,0.0126233,0,,
164,128,accepted,0,0.00226468,2.93874e-06,2.00772e-06,2.0597e-06,2.0597e-06,0,0,0,0.0125718,0.0346128,0.0121014,0.0225114,,best_validation_checkpoint_0.bin
165,129,accepted,1,8.17304e-05,1.46937e-06,1.97129e-06,2.02226e-06,2.02226e-06,0.496997,0.0348176,0.460354,0.0121132,0.0367467,0.012864,0.0238826,,best_validation_checkpoint_1.bin
166,130,accepted,1,0.000194191,7.34684e-07,1.91412e-06,1.96403e-06,1.96403e-06,0.470476,0.0306639,0.437897,0.0129894,0.0355793,0.012056,0.0235233,,best_validation_checkpoint_0.bin
167,130,rejected,1,0.000990798,7.34684e-06,1.91412e-06,1.96403e-06,1.96403e-06,0.467574,0.0321302,0.433615,0.0132538,0.0122567,0.0122565,0,,
168,131,accepted,0,0.000990798,3.67342e-06,1.88817e-06,1.93521e-06,1.93521e-06,0,0,0,0.0118022,0.0365564,0.0122233,0.0243329,,best_validation_checkpoint_1.bin
169,132,accepted,1,3.34343e-05,1.83671e-06,1.8619e-06,1.90815e-06,1.90815e-06,0.511058,0.0358838,0.473355,0.0139488,0.0367569,0.0120223,0.0247345,,best_validation_checkpoint_0.bin
170,133,accepted,1,0.000104842,9.18355e-07,1.81588e-06,1.86121e-06,1.86121e-06,0.479836,0.0325832,0.445307,0.0122631,0.0393817,0.0138086,0.025573,,best_validation_checkpoint_1.bin
171,134,accepted,1,0.000553948,4.59177e-07,1.77726e-06,1.82209e-06,1.82209e-06,0.458931,0.0311568,0.425942,0.0134354,0.0335658,0.0123078,0.0212578,,best_validation_checkpoint_0.bin
172,134,rejected,1,0.00274381,4.59177e-06,1.77726e-06,1.82209e-06,1.82209e-06,0.45998,0.0351964,0.422864,0.0121486,0.0121602,0.0121597,0,,
173,135,accepted,0,0.00274381,2.29589e-06,1.70681e-06,1.74686e-06,1.74686e-06,0,0,0,0.01117,0.036051,0.0120111,0.0240398,,best_validation_checkpoint_1.bin
174,136,accepted,1,6.64909e-05,1.14794e-06,1.67414e-06,1.71363e-06,1.71363e-06,0.49092,0.0315612,0.457654,0.0113919,0.0358126,0.0119688,0.0238437,,best_validation_checkpoint_0.bin
175,137,accepted,1,0.000250123,5.73972e-07,1.62631e-06,1.66563e-06,1.66563e-06,0.450448,0.0314844,0.417002,0.0112226,0.0353766,0.0124282,0.0229483,,best_validation_checkpoint_1.bin
176,137,rejected,1,0.00129299,5.73972e-06,1.62631e-06,1.66563e-06,1.66563e-06,0.464651,0.0333855,0.429441,0.0128252,0.0119235,0.0119231,0,,
177,138,accepted,0,0.00129299,2.86986e-06,1.59934e-06,1.63564e-06,1.63564e-06,0,0,0,0.0121767,0.0358733,0.0122161,0.0236571,,best_validation_checkpoint_0.bin
178,139,accepted,1,3.46006e-05,1.43493e-06,1.5758e-06,1.61172e-06,1.61172e-06,0.459935,0.0369512,0.421177,0.0127659,0.0374204,0.0134396,0.0239808,,best_validation_checkpoint_1.bin
179,140,accepted,1,0.00013961,7.17465e-07,1.53555e-06,1.57133e-06,1.57133e-06,0.465217,0.0322534,0.431058,0.012287,0.0376818,0.0129674,0.0247142,,best_validation_checkpoint_0.bin
180,141,accepted,1,0.000648814,3.58732e-07,1.51169e-06,1.54815e-06,1.54815e-06,0.467826,0.0337342,0.432174,0.0114838,0.0360268,0.0122326,0.0237941,,best_validation_checkpoint_1.bin
181,141,rejected,1,0.00271247,3.58732e-06,1.51169e-06,1.54815e-06,1.54815e-06,0.452694,0.035554,0.414987,0.0109589,0.012423,0.0124228,0,,
182,142,accepted,0,0.00271247,1.79366e-06,1.43641e-06,1.46843e-06,1.46843e-06,0,0,0,0.0113189,0.0341253,0.0120566,0.0220686,,best_validation_checkpoint_0.bin
183,143,accepted,1,9.09553e-05,8.96831e-07,1.40731e-06,1.43933e-06,1.43933e-06,0.454593,0.0346567,0.417789,0.0112825,0.0352939,0.013068,0.0222258,,best_validation_checkpoint_1.bin
184,144,accepted,1,0.000228467,4.48416e-07,1.36726e-06,1.39989e-06,1.39989e-06,0.46152,0.0328667,0.426632,0.0253744,0.0374273,0.0133412,0.0240859,,best_validation_checkpoint_0.bin
185,144,rejected,1,0.000948359,4.48416e-06,1.36726e-06,1.39989e-06,1.39989e-06,0.460697,0.0321737,0.426341,0.0147281,0.0135896,0.0135893,0,,
186,145,accepted,0,0.000948359,2.24208e-06,1.33963e-06,1.36965e-06,1.36965e-06,0,0,0,0.0122847,0.0355461,0.0120372,0.0235089,,best_validation_checkpoint_1.bin
187,146,accepted,1,5.7069e-05,1.12104e-06,1.31856e-06,1.34856e-06,1.34856e-06,0.46449,0.0345882,0.427882,0.0117214,0.0360445,0.0125919,0.0234525,,best_validation_checkpoint_0.bin
188,147,accepted,1,0.000142553,5.60519e-07,1.28416e-06,1.31446e-06,1.31446e-06,0.472482,0.0314066,0.439047,0.0115613,0.0367066,0.0119104,0.024796,,best_validation_checkpoint_1.bin
189,147,rejected,1,0.000481031,5.60519e-06,1.28416e-06,1.31446e-06,1.31446e-06,0.479231,0.0323057,0.445038,0.012067,0.011876,0.0118757,0,,
190,148,accepted,0,0.000481031,2.8026e-06,1.26992e-06,1.29881e-06,1.29881e-06,0,0,0,0.0111462,0.0362606,0.0127454,0.023515,,best_validation_checkpoint_0.bin
191,149,accepted,1,3.7959e-05,1.4013e-06,1.25437e-06,1.28324e-06,1.28324e-06,0.467591,0.0365801,0.429055,0.0117107,0.0364275,0.0125504,0.023877,,best_validation_checkpoint_1.bin
192,150,accepted,1,0.000107003,7.00649e-07,1.22702e-06,1.25602e-06,1.25602e-06,0.479799,0.0307322,0.447297,0.0124784,0.0351883,0.0119164,0.0232719,,best_validation_checkpoint_0.bin
193,151,accepted,1,0.000357723,3.50325e-07,1.20493e-06,1.23484e-06,1.23484e-06,0.464768,0.0320341,0.430997,0.0109627,0.0363922,0.0127667,0.0236254,,best_validation_checkpoint_1.bin
194,151,rejected,1,0.00138908,3.50325e-06,1.20493e-06,1.23484e-06,1.23484e-06,0.487308,0.0312865,0.453667,0.0125317,0.0129105,0.0129103,0,,
195,152,accepted,0,0.00138908,1.75162e-06,1.15981e-06,1.18751e-06,1.18751e-06,0,0,0,0.0121209,0.0356776,0.0119222,0.0237552,,best_validation_checkpoint_0.bin
196,153,accepted,1,0.000121428,8.75812e-07,1.14002e-06,1.16782e-06,1.16782e-06,0.480094,0.0329457,0.445355,0.011848,0.0343243,0.0119291,0.0223951,,best_validation_checkpoint_1.bin
197,154,accepted,1,0.000330581,4.37906e-07,1.1153e-06,1.14352e-06,1.14352e-06,0.488872,0.0353004,0.451421,0.0115602,0.0370191,0.0120159,0.0250032,,best_validation_checkpoint_0.bin
198,154,rejected,1,0.00109969,4.37906e-06,1.1153e-06,1.14352e-06,1.14352e-06,0.484091,0.0339788,0.448307,0.0124827,0.012487,0.0124867,0,,
199,155,accepted,0,0.00109969,2.18953e-06,1.09243e-06,1.11954e-06,1.11954e-06,0,0,0,0.0129807,0.0360315,0.0119811,0.0240504,,best_validation_checkpoint_1.bin
200,156,accepted,1,7.53693e-05,1.09476e-06,1.0778e-06,1.10496e-06,1.10496e-06,0.530131,0.0385698,0.489473,0.0119741,0.0363086,0.0128072,0.0235014,,best_validation_checkpoint_0.bin
201,157,accepted,1,0.00022716,5.47382e-07,1.05513e-06,1.08248e-06,1.08248e-06,0.475012,0.0311057,0.44206,0.0115161,0.0363429,0.0122427,0.0241,,best_validation_checkpoint_1.bin
202,157,rejected,1,0.000757266,5.47382e-06,1.05513e-06,1.08248e-06,1.08248e-06,0.47695,0.0349876,0.440128,0.0127566,0.012886,0.0128855,0,,
203,158,accepted,0,0.000757266,2.73691e-06,1.04332e-06,1.07012e-06,1.07012e-06,0,0,0,0.0128179,0.0357339,0.0119106,0.0238233,,best_validation_checkpoint_0.bin
204,159,accepted,1,4.43954e-05,1.36846e-06,1.03239e-06,1.05921e-06,1.05921e-06,0.470073,0.0338494,0.434348,0.0119771,0.0348503,0.0122201,0.02263,,best_validation_checkpoint_1.bin
205,160,accepted,1,0.000142174,6.84228e-07,1.01346e-06,1.04035e-06,1.04035e-06,0.488951,0.0339026,0.453027,0.011951,0.0358025,0.0118983,0.023904,,best_validation_checkpoint_0.bin
206,161,accepted,1,0.000479512,3.42114e-07,9.99499e-07,1.02688e-06,1.02688e-06,0.493789,0.0363015,0.454098,0.0133629,0.0405684,0.0159869,0.0245814,,best_validation_checkpoint_1.bin
207,161,rejected,1,0.00157806,3.42114e-06,9.99499e-07,1.02688e-06,1.02688e-06,0.461868,0.0338834,0.426278,0.0124167,0.0123827,0.0123823,0,,
208,162,accepted,0,0.00157806,1.71057e-06,9.65191e-07,9.91601e-07,9.91601e-07,0,0,0,0.0121145,0.0338335,0.0119702,0.0218633,checkpoint_208.bin,best_validation_checkpoint_0.bin
209,163,accepted,1,9.57411e-05,8.55285e-07,9.51061e-07,9.77522e-07,9.77522e-07,0.459124,0.0344963,0.422765,0.0108569,0.0358703,0.0121238,0.0237464,,best_validation_checkpoint_1.bin
210,164,accepted,1,0.000274307,4.27642e-07,9.31093e-07,9.57704e-07,9.57704e-07,0.457737,0.0324309,0.423559,0.0122508,0.034182,0.0125241,0.0216578,,best_validation_checkpoint_0.bin
211,164,rejected,1,0.000853795,4.27642e-06,9.31093e-07,9.57704e-07,9.57704e-07,0.598129,0.0401685,0.554849,0.0134532,0.0178751,0.0178747,0,,
212,165,accepted,0,0.000853795,2.13821e-06,9.17441e-07,9.43597e-07,9.43597e-07,0,0,0,0.0150005,0.0363273,0.0142599,0.0220673,,best_validation_checkpoint_1.bin
213,166,accepted,1,4.81653e-05,1.06911e-06,9.06982e-07,9.33151e-07,9.33151e-07,0.497819,0.0352686,0.460639,0.0139429,0.0384596,0.0135392,0.0249202,,best_validation_checkpoint_0.bin
214,167,accepted,1,0.000141342,5.34553e-07,8.89184e-07,9.15368e-07,9.15368e-07,0.494944,0.0327222,0.460206,0.0131855,0.0370836,0.0128555,0.024228,,best_validation_checkpoint_1.bin
215,168,accepted,1,0.000443809,2.67276e-07,8.75392e-07,9.01832e-07,9.01832e-07,0.501996,0.0330021,0.467214,0.012031,0.035303,0.0118547,0.0234482,,best_validation_checkpoint_0.bin
216,168,rejected,1,0.00140742,2.67276e-06,8.75392e-07,9.01832e-07,9.01832e-07,0.756104,0.0707142,0.683346,0.0126054,0.0122068,0.0122065,0,,
217,169,accepted,0,0.00140742,1.33638e-06,8.43734e-07,8.69442e-07,8.69442e-07,0,0,0,0.0112955,0.0335248,0.0118103,0.0217143,,best_validation_checkpoint_1.bin
218,170,accepted,1,7.80571e-05,6.68191e-07,8.3051e-07,8.56195e-07,8.56195e-07,0.537754,0.0363109,0.499599,0.0129004,0.0399623,0.0164363,0.023526,,best_validation_checkpoint_0.bin
219,171,accepted,1,0.000179023,3.34096e-07,8.10745e-07,8.36352e-07,8.36352e-07,0.467659,0.0301449,0.43575,0.0144287,0.0370563,0.0135358,0.0235205,,best_validation_checkpoint_1.bin
220,171,rejected,1,0.00064291,3.34096e-06,8.10745e-07,8.36352e-07,8.36352e-07,0.490183,0.0327448,0.455421,0.0151071,0.0151276,0.0151274,0,,
221,172,accepted,0,0.00064291,1.67048e-06,7.99721e-07,8.25053e-07,8.25053e-07,0,0,0,0.0243961,0.0385181,0.0152431,0.0232749,,best_validation_checkpoint_0.bin
222,173,accepted,1,3.00269e-05,8.35239e-07,7.90098e-07,8.15381e-07,8.15381e-07,0.521064,0.0380527,0.479918,0.0174977,0.0387524,0.0125029,0.0262495,,best_validation_checkpoint_1.bin
223,174,accepted,1,7.82032e-05,4.17619e-07,7.7346e-07,7.98597e-07,7.98597e-07,0.529105,0.0415727,0.484828,0.031105,0.0426809,0.0190221,0.0236587,,best_validation_checkpoint_0.bin
224,175,accepted,1,0.000375723,2.0881e-07,7.60625e-07,7.85411e-07,7.85411e-07,0.49908,0.0354658,0.461754,0.0124408,0.0359748,0.0121648,0.0238099,,best_validation_checkpoint_1.bin
225,175,rejected,1,0.00186662,2.0881e-06,7.60625e-07,7.85411e-07,7.85411e-07,0.480773,0.0363837,0.442417,0.0124914,0.01221,0.0122097,0,,
226,176,accepted,0,0.00186662,1.04405e-06,7.32694e-07,7.57241e-07,7.57241e-07,0,0,0,0.0118234,0.0356029,0.0120342,0.0235687,,best_validation_checkpoint_0.bin
227,177,accepted,1,3.72909e-05,5.22024e-07,7.20718e-07,7.45138e-07,7.45138e-07,0.483207,0.0337086,0.447708,0.011937,0.0355684,0.0119117,0.0236565,,best_validation_checkpoint_1.bin
228,178,accepted,1,0.000221441,2.61012e-07,7.04852e-07,7.28946e-07,7.28946e-07,0.472907,0.0327378,0.437874,0.0119755,0.0354756,0.0128008,0.0226747,,best_validation_checkpoint_0.bin
229,178,rejected,1,0.00123794,2.61012e-06,7.04852e-07,7.28946e-07,7.28946e-07,0.467191,0.0360885,0.429332,0.0120018,0.0111029,0.0111026,0,,
230,179,accepted,0,0.00123794,1.30506e-06,6.92877e-07,7.16787e-07,7.16787e-07,0,0,0,0.0113162,0.034336,0.0119653,0.0223705,,best_validation_checkpoint_1.bin
231,180,accepted,1,2.16881e-05,6.5253e-07,6.84217e-07,7.08005e-07,7.08005e-07,0.462652,0.0328443,0.428001,0.0108766,0.0368559,0.0133206,0.0235352,,best_validation_checkpoint_0.bin
232,181,accepted,1,0.000164718,3.26265e-07,6.70428e-07,6.93947e-07,6.93947e-07,0.460111,0.0311106,0.42728,0.0112092,0.0343215,0.0116339,0.0226875,,best_validation_checkpoint_1.bin
233,181,rejected,1,0.000832471,3.26265e-06,6.70428e-07,6.93947e-07,6.93947e-07,0.452484,0.032937,0.41763,0.01148,0.0117545,0.0117542,0,,
234,182,accepted,0,0.000832471,1.63133e-06,6.64199e-07,6.87559e-07,6.87559e-07,0,0,0,0.0118333,0.0355255,0.01181,0.0237154,,best_validation_checkpoint_0.bin
235,183,accepted,1,1.77557e-05,8.15663e-07,6.57806e-07,6.81057e-07,6.81057e-07,0.482323,0.0339306,0.446249,0.0153494,0.0366164,0.0127787,0.0238377,,best_validation_checkpoint_1.bin
236,184,accepted,1,0.000113044,4.07832e-07,6.46616e-07,6.6964e-07,6.6964e-07,0.513817,0.0399103,0.472007,0.0162637,0.0392374,0.0138365,0.0254009,,best_validation_checkpoint_0.bin
237,185,accepted,1,0.000538621,2.03916e-07,6.39486e-07,6.62001e-07,6.62001e-07,0.572528,0.039796,0.530617,0.0114726,0.0360158,0.0135428,0.0224728,,best_validation_checkpoint_1.bin
238,185,rejected,1,0.00221101,2.03916e-06,6.39486e-07,6.62001e-07,6.62001e-07,0.490209,0.0350406,0.453415,0.0123692,0.0134511,0.0134508,0,,
239,186,accepted,0,0.00221101,1.01958e-06,6.18638e-07,6.40927e-07,6.40927e-07,0,0,0,0.0201437,0.0349442,0.0124037,0.0225404,,best_validation_checkpoint_0.bin
240,187,accepted,1,3.83349e-05,5.09789e-07,6.10323e-07,6.32435e-07,6.32435e-07,0.452948,0.0327055,0.41834,0.0104731,0.0358344,0.012143,0.0236913,,best_validation_checkpoint_1.bin
241,188,accepted,1,0.000280263,2.54895e-07,5.994e-07,6.21172e-07,6.21172e-07,0.459927,0.0317216,0.425223,0.0191735,0.0368975,0.0124894,0.024408,,best_validation_checkpoint_0.bin
242,188,rejected,1,0.00125881,2.54895e-06,5.994e-07,6.21172e-07,6.21172e-07,0.478186,0.0372582,0.438873,0.0133084,0.0118563,0.011856,0,,
243,189,accepted,0,0.00125881,1.27447e-06,5.90644e-07,6.12136e-07,6.12136e-07,0,0,0,0.0131237,0.0364875,0.0121534,0.024334,,best_validation_checkpoint_1.bin
244,190,accepted,1,2.49184e-05,6.37237e-07,5.84471e-07,6.0581e-07,6.0581e-07,0.458618,0.0318261,0.4248,0.0122296,0.0356091,0.0121814,0.0234277,,best_validation_checkpoint_0.bin
245,191,accepted,1,0.000159768,3.18618e-07,5.74341e-07,5.95404e-07,5.95404e-07,0.443045,0.0301547,0.410782,0.011224,0.0356988,0.0120069,0.0236919,,best_validation_checkpoint_1.bin
246,191,rejected,1,0.000719384,3.18618e-06,5.74341e-07,5.95404e-07,5.95404e-07,0.508515,0.038003,0.468755,0.0113651,0.0117024,0.0117021,0,,
247,192,accepted,0,0.000719384,1.59309e-06,5.70081e-07,5.90927e-07,5.90927e-07,0,0,0,0.0126661,0.0341995,0.0117948,0.0224045,,best_validation_checkpoint_0.bin
248,193,accepted,1,1.56778e-05,7.96546e-07,5.65451e-07,5.86167e-07,5.86167e-07,0.462689,0.0314409,0.429116,0.0109149,0.0349699,0.0117615,0.0232083,,best_validation_checkpoint_1.bin
249,194,accepted,1,9.11421e-05,3.98273e-07,5.57113e-07,5.77595e-07,5.77595e-07,0.486328,0.0340209,0.450313,0.0118955,0.0347335,0.0118081,0.022925,,best_validation_checkpoint_0.bin
250,195,accepted,1,0.000410832,1.99136e-07,5.48604e-07,5.68678e-07,5.68678e-07,0.461447,0.0325151,0.427005,0.0114441,0.0357818,0.01201,0.0237717,,best_validation_checkpoint_1.bin
251,195,rejected,1,0.00160042,1.99136e-06,5.48604e-07,5.68678e-07,5.68678e-07,0.466109,0.0316285,0.432608,0.0120381,0.0124353,0.012435,0,,
252,196,accepted,0,0.00160042,9.95682e-07,5.36663e-07,5.56366e-07,5.56366e-07,0,0,0,0.0135581,0.033581,0.0117474,0.0218336,,best_validation_checkpoint_0.bin
253,197,accepted,1,2.2953e-05,4.97841e-07,5.3039e-07,5.49906e-07,5.49906e-07,0.438585,0.0308646,0.405978,0.012562,0.0323621,0.0126957,0.0196663,,best_validation_checkpoint_1.bin
254,198,accepted,1,0.00017421,2.48921e-07,5.20609e-07,5.39805e-07,5.39805e-07,0.491475,0.0309029,0.458896,0.0121686,0.0343749,0.0117142,0.0226605,,best_validation_checkpoint_0.bin
255,198,rejected,1,0.000792024,2.48921e-06,5.20609e-07,5.39805e-07,5.39805e-07,0.506094,0.0317059,0.472327,0.0112577,0.0126569,0.0126567,0,,
256,199,accepted,0,0.000792024,1.2446e-06,5.15731e-07,5.34658e-07,5.34658e-07,0,0,0,0.0126201,0.0349397,0.0120317,0.0229079,,best_validation_checkpoint_1.bin
257,200,accepted,1,1.27743e-05,6.22302e-07,5.11041e-07,5.29814e-07,5.29814e-07,0.493317,0.0328827,0.458609,0.0120983,0.0353389,0.0119593,0.0233796,,best_validation_checkpoint_0.bin
258,201,accepted,1,8.69181e-05,3.11151e-07,5.02738e-07,5.2124e-07,5.2124e-07,0.462492,0.0304615,0.430341,0.0108284,0.0339985,0.0118527,0.0221458,,best_validation_checkpoint_1.bin
259,202,accepted,1,0.000411022,1.55575e-07,4.95834e-07,5.1385e-07,5.1385e-07,0.473116,0.0307316,0.440248,0.0113795,0.0350893,0.0118941,0.023195,,best_validation_checkpoint_0.bin
260,202,rejected,1,0.00162448,1.55575e-06,4.95834e-07,5.1385e-07,5.1385e-07,0.454877,0.0313253,0.421741,0.0115424,0.011794,0.0117937,0,,
261,203,accepted,0,0.00162448,7.77877e-07,4.82103e-07,4.99741e-07,4.99741e-07,0,0,0,0.0105428,0.0359766,0.0123381,0.0236385,,best_validation_checkpoint_1.bin
262,204,accepted,1,2.83352e-05,3.88938e-07,4.75849e-07,4.9327e-07,4.9327e-07,0.47462,0.0334194,0.43932,0.011725,0.0347121,0.0119064,0.0228057,,best_validation_checkpoint_0.bin
263,205,accepted,1,0.000146189,1.94469e-07,4.6667e-07,4.837e-07,4.837e-07,0.453388,0.0302865,0.421194,0.011997,0.0357582,0.0123466,0.0234114,,best_validation_checkpoint_1.bin
264,205,rejected,1,0.00073336,1.94469e-06,4.6667e-07,4.837e-07,4.837e-07,0.467855,0.03087,0.435121,0.0128269,0.0123785,0.0123783,0,,
265,206,accepted,0,0.00073336,9.72346e-07,4.6118e-07,4.77995e-07,4.77995e-07,0,0,0,0.0128324,0.0360119,0.0118347,0.0241772,,best_validation_checkpoint_0.bin
266,207,accepted,1,2.1261e-05,4.86173e-07,4.5652e-07,4.7316e-07,4.7316e-07,0.498311,0.0338682,0.462374,0.012839,0.0367615,0.0125649,0.0241964,,best_validation_checkpoint_1.bin
267,208,accepted,1,7.84602e-05,2.43087e-07,4.48573e-07,4.64886e-07,4.64886e-07,0.471295,0.0335427,0.435755,0.0124558,0.0361818,0.0116668,0.0245148,,best_validation_checkpoint_0.bin
268,209,accepted,1,0.000378915,1.21543e-07,4.47134e-07,4.62809e-07,4.62809e-07,0.475519,0.0329785,0.440361,0.0118908,0.0352794,0.0118578,0.0234215,,best_validation_checkpoint_1.bin
269,209,rejected,1,0.00163751,1.21543e-06,4.47134e-07,4.62809e-07,4.62809e-07,0.452615,0.0306966,0.420117,0.0123833,0.0119469,0.0119466,0,,
270,210,accepted,0,0.00163751,6.07716e-07,4.2783e-07,4.43321e-07,4.43321e-07,0,0,0,0.0113361,0.0347782,0.0120702,0.022708,,best_validation_checkpoint_0.bin
