iteration,accepted_updates,status,linearization_refreshed,mean_objective_gradient_norm,lambda,objective_loss,train_mse_normalized,validation_mse_normalized,best_validation_mse_normalized,normal_seconds,jacobian_seconds,normal_matrix_seconds,solve_seconds,candidate_seconds,candidate_train_seconds,candidate_validation_seconds,checkpoint,best_checkpoint
97,75,accepted,1,5.63249e-06,0.000264698,8.85977e-06,8.65365e-06,8.96983e-06,8.96983e-06,0.852464,0.053275,0.79736,0.011158,0.0494521,0.0253549,0.0240971,,best_validation_checkpoint_1.bin
98,76,accepted,1,7.99101e-06,0.000132349,8.83128e-06,8.6263e-06,8.94349e-06,8.94349e-06,0.851131,0.0530116,0.796406,0.0107938,0.0495608,0.0252808,0.0242799,,best_validation_checkpoint_0.bin
99,77,accepted,1,1.23387e-05,6.61744e-05,8.77635e-06,8.5733e-06,8.89129e-06,8.89129e-06,0.836068,0.0527056,0.781601,0.0109705,0.0493522,0.0251432,0.0242089,,best_validation_checkpoint_1.bin
100,78,accepted,1,2.73959e-05,3.30872e-05,8.67074e-06,8.47154e-06,8.78996e-06,8.78996e-06,0.833621,0.0526991,0.779214,0.0111517,0.0494335,0.0250338,0.0243995,,best_validation_checkpoint_0.bin
101,79,accepted,1,0.000100274,1.65436e-05,8.47259e-06,8.28171e-06,8.59961e-06,8.59961e-06,0.879985,0.0530703,0.825099,0.0106697,0.0492053,0.0250354,0.0241698,,best_validation_checkpoint_1.bin
102,80,accepted,1,0.000387312,8.27181e-06,8.12743e-06,7.95478e-06,8.27041e-06,8.27041e-06,0.851602,0.053852,0.795976,0.0114227,0.0493543,0.0249981,0.0243561,,best_validation_checkpoint_0.bin
103,81,accepted,1,0.00123374,4.1359e-06,7.68359e-06,7.54358e-06,7.85725e-06,7.85725e-06,0.868402,0.0535698,0.812969,0.0121494,0.0494939,0.0250715,0.0244223,,best_validation_checkpoint_1.bin
104,81,rejected,1,0.00327345,4.1359e-05,7.68359e-06,7.54358e-06,7.85725e-06,7.85725e-06,0.834931,0.0532754,0.779936,0.0116554,0.0127061,0.0127059,0,,
105,82,accepted,0,0.00327345,2.06795e-05,7.39539e-06,7.20031e-06,7.51151e-06,7.51151e-06,0,0,0,0.0106899,0.0490374,0.0248614,0.024176,,best_validation_checkpoint_0.bin
106,83,accepted,1,0.000840026,1.03398e-05,7.14979e-06,6.99565e-06,7.30427e-06,7.30427e-06,0.839943,0.0558407,0.782339,0.011567,0.0490733,0.0249902,0.024083,,best_validation_checkpoint_1.bin
107,84,accepted,1,0.000451472,5.16988e-06,6.81089e-06,6.68098e-06,6.98628e-06,6.98628e-06,0.880289,0.0527229,0.825822,0.0112258,0.0487905,0.024847,0.0239434,,best_validation_checkpoint_0.bin
108,85,accepted,1,0.00219433,2.58494e-06,6.68677e-06,6.56759e-06,6.87851e-06,6.87851e-06,0.872516,0.0532621,0.817251,0.0112443,0.0487251,0.0246499,0.0240751,,best_validation_checkpoint_1.bin
109,85,rejected,1,0.00456861,2.58494e-05,6.68677e-06,6.56759e-06,6.87851e-06,6.87851e-06,0.855473,0.0531401,0.800563,0.0107849,0.0126038,0.0126038,0,,
110,86,accepted,0,0.00456861,1.29247e-05,5.95148e-06,5.81514e-06,6.10191e-06,6.10191e-06,0,0,0,0.011288,0.0489439,0.0249164,0.0240274,,best_validation_checkpoint_0.bin
111,87,accepted,1,0.000222734,6.46235e-06,5.72597e-06,5.61246e-06,5.89621e-06,5.89621e-06,0.903375,0.0536943,0.847889,0.0101516,0.0485264,0.0245779,0.0239484,,best_validation_checkpoint_1.bin
112,88,accepted,1,0.00108782,3.23117e-06,5.46347e-06,5.34825e-06,5.62782e-06,5.62782e-06,0.883312,0.0532529,0.828274,0.0112838,0.0489553,0.0249993,0.0239559,,best_validation_checkpoint_0.bin
113,88,rejected,1,0.00194508,3.23117e-05,5.46347e-06,5.34825e-06,5.62782e-06,5.62782e-06,0.85064,0.053127,0.795488,0.0116765,0.0126506,0.0126503,0,,
114,89,accepted,0,0.00194508,1.61559e-05,5.28714e-06,5.1063e-06,5.37759e-06,5.37759e-06,0,0,0,0.0106486,0.0502254,0.0261208,0.0241045,,best_validation_checkpoint_1.bin
115,90,accepted,1,0.00346914,8.07794e-06,5.07859e-06,4.9721e-06,5.23851e-06,5.23851e-06,0.85921,0.0549058,0.80235,0.0113577,0.049538,0.0250681,0.0244699,,best_validation_checkpoint_0.bin
116,91,accepted,1,0.000312509,4.03897e-06,4.84151e-06,4.74852e-06,5.00877e-06,5.00877e-06,0.846288,0.053814,0.790714,0.0108602,0.0501767,0.0258331,0.0243434,,best_validation_checkpoint_1.bin
117,92,accepted,1,0.00123927,2.01948e-06,4.58521e-06,4.50892e-06,4.76352e-06,4.76352e-06,0.871369,0.0548355,0.814572,0.0117507,0.0493768,0.02495,0.0244268,,best_validation_checkpoint_0.bin
118,92,rejected,1,0.00284166,2.01948e-05,4.58521e-06,4.50892e-06,4.76352e-06,4.76352e-06,0.871211,0.0529866,0.816467,0.0105296,0.0127251,0.0127251,0,,
119,93,accepted,0,0.00284166,1.00974e-05,4.4274e-06,4.20243e-06,4.4409e-06,4.4409e-06,0,0,0,0.0105835,0.0478053,0.024884,0.0229212,,best_validation_checkpoint_1.bin
120,94,accepted,1,0.0109816,5.04871e-06,4.14114e-06,4.05833e-06,4.29463e-06,4.29463e-06,0.82832,0.0529691,0.773571,0.0110152,0.0486677,0.0245596,0.024108,,best_validation_checkpoint_0.bin
