iteration,accepted_updates,status,linearization_refreshed,mean_objective_gradient_norm,lambda,objective_loss,train_mse_normalized,validation_mse_normalized,best_validation_mse_normalized,normal_seconds,jacobian_seconds,normal_matrix_seconds,solve_seconds,candidate_seconds,candidate_train_seconds,candidate_validation_seconds,checkpoint,best_checkpoint
17,14,accepted,1,0.0692499,6.10352e-05,0.00044615,0.000332023,0.000334518,0.000334518,0.926949,0.0621129,0.862475,0.0123726,0.0501421,0.0256382,0.0245039,,best_validation_checkpoint_0.bin
18,14,rejected,1,0.0839211,0.000610352,0.00044615,0.000332023,0.000334518,0.000334518,0.86383,0.055462,0.806407,0.0105524,0.0127445,0.0127443,0,,
19,15,accepted,0,0.0839211,0.000305176,0.0002783,0.000246909,0.000250835,0.000250835,0,0,0,0.0114256,0.0504346,0.0257232,0.0247114,,best_validation_checkpoint_1.bin
20,16,accepted,1,0.125229,0.000152588,0.000266506,0.000222301,0.000226272,0.000226272,0.883848,0.05667,0.825458,0.0107579,0.0504759,0.0259267,0.024549,,best_validation_checkpoint_0.bin
21,16,rejected,1,0.10076,0.00152588,0.000266506,0.000222301,0.000226272,0.000226272,0.9189,0.0549703,0.86221,0.0111718,0.0127483,0.0127481,0,,
22,17,accepted,0,0.10076,0.000762939,0.000228513,0.0002165,0.00022044,0.00022044,0,0,0,0.0122329,0.0501864,0.0251642,0.0250221,,best_validation_checkpoint_1.bin
23,18,accepted,1,0.0184226,0.00038147,0.000218787,0.000207251,0.000211202,0.000211202,0.956639,0.0555709,0.899322,0.0122517,0.0502511,0.0255297,0.0247214,,best_validation_checkpoint_0.bin
24,18,rejected,1,0.0364708,0.0038147,0.000218787,0.000207251,0.000211202,0.000211202,0.944662,0.057017,0.885933,0.0106896,0.0130162,0.0130159,0,,
25,19,accepted,0,0.0364708,0.00190735,0.00021516,0.000205903,0.000209829,0.000209829,0,0,0,0.013065,0.0507681,0.0261829,0.0245852,,best_validation_checkpoint_1.bin
26,20,accepted,1,0.0110629,0.000953674,0.00021095,0.000202489,0.000206417,0.000206417,0.910929,0.0551005,0.854023,0.0111011,0.0507115,0.025825,0.0248865,,best_validation_checkpoint_0.bin
27,21,accepted,1,0.00779136,0.000476837,0.000204274,0.00019604,0.000199951,0.000199951,0.919978,0.0542977,0.863997,0.0110264,0.0506335,0.0260894,0.024544,,best_validation_checkpoint_1.bin
28,22,accepted,1,0.0117742,0.000238419,0.000199804,0.000184724,0.00018854,0.00018854,0.925841,0.056671,0.867201,0.0138974,0.053376,0.026096,0.0272799,,best_validation_checkpoint_0.bin
29,22,rejected,1,0.12333,0.00238419,0.000199804,0.000184724,0.00018854,0.00018854,0.956526,0.059785,0.894938,0.0105469,0.0135881,0.0135881,0,,
30,23,accepted,0,0.12333,0.00119209,0.000190426,0.000183141,0.000186909,0.000186909,0,0,0,0.0122129,0.0500171,0.0253758,0.0246412,,best_validation_checkpoint_1.bin
31,24,accepted,1,0.0138983,0.000596046,0.000185958,0.00017896,0.000182689,0.000182689,0.907882,0.0570994,0.848952,0.0140191,0.0500202,0.0258205,0.0241996,,best_validation_checkpoint_0.bin
32,25,accepted,1,0.00907549,0.000298023,0.00018008,0.000171295,0.000174922,0.000174922,0.910619,0.0556241,0.853201,0.0115473,0.0499717,0.0257045,0.024267,,best_validation_checkpoint_1.bin
33,25,rejected,1,0.0623885,0.00298023,0.00018008,0.000171295,0.000174922,0.000174922,0.868601,0.0543673,0.812472,0.011587,0.0127759,0.0127757,0,,
34,26,accepted,0,0.0623885,0.00149012,0.00017669,0.00017027,0.000173863,0.000173863,0,0,0,0.0112597,0.04999,0.025241,0.024749,,best_validation_checkpoint_0.bin
35,27,accepted,1,0.0084366,0.000745058,0.000173682,0.000167382,0.000170939,0.000170939,0.905462,0.0567295,0.846875,0.0118549,0.0500446,0.0252459,0.0247986,,best_validation_checkpoint_1.bin
36,28,accepted,1,0.00406795,0.000372529,0.000168654,0.000162018,0.000165487,0.000165487,0.891138,0.055493,0.83373,0.0107679,0.0518015,0.027026,0.0247755,,best_validation_checkpoint_0.bin
37,28,rejected,1,0.020651,0.00372529,0.000168654,0.000162018,0.000165487,0.000165487,0.899575,0.0554405,0.84186,0.0106509,0.01271,0.0127098,0,,
38,29,accepted,0,0.020651,0.00186265,0.000167195,0.000161284,0.000164729,0.000164729,0,0,0,0.0110192,0.0507461,0.0255202,0.0252258,,best_validation_checkpoint_1.bin
39,30,accepted,1,0.00260906,0.000931323,0.000165104,0.000159237,0.000162655,0.000162655,0.971074,0.0578732,0.911145,0.0109525,0.0494692,0.0256564,0.0238126,,best_validation_checkpoint_0.bin
40,31,accepted,1,0.00142908,0.000465661,0.000161289,0.000155392,0.00015874,0.00015874,0.928914,0.059189,0.867518,0.0114524,0.0520361,0.0283967,0.0236393,,best_validation_checkpoint_1.bin
41,32,accepted,1,0.00625968,0.000232831,0.000157547,0.000148451,0.000151654,0.000151654,0.934165,0.0581212,0.874156,0.0110512,0.0494973,0.0249848,0.0245125,,best_validation_checkpoint_0.bin
42,32,rejected,1,0.0881836,0.00232831,0.000157547,0.000148451,0.000151654,0.000151654,0.891535,0.0539687,0.835838,0.0108682,0.0126126,0.0126125,0,,
43,33,accepted,0,0.0881836,0.00116415,0.000153093,0.000147607,0.000150786,0.000150786,0,0,0,0.0114212,0.0494689,0.0249381,0.0245307,,best_validation_checkpoint_1.bin
44,34,accepted,1,0.0114532,0.000582077,0.000150392,0.000145038,0.000148172,0.000148172,0.846339,0.0539647,0.790666,0.0105793,0.0499804,0.0252841,0.0246962,,best_validation_checkpoint_0.bin
45,35,accepted,1,0.00595078,0.000291038,0.000146351,0.000140279,0.000143316,0.000143316,0.875865,0.0535031,0.820485,0.0109049,0.0500121,0.0252766,0.0247354,,best_validation_checkpoint_1.bin
46,35,rejected,1,0.0343972,0.00291038,0.000146351,0.000140279,0.000143316,0.000143316,0.925487,0.0535823,0.870101,0.0108417,0.012855,0.0128548,0,,
47,36,accepted,0,0.0343972,0.00145519,0.000144681,0.000139683,0.000142706,0.000142706,0,0,0,0.0113187,0.0499228,0.0251992,0.0247235,,best_validation_checkpoint_0.bin
48,37,accepted,1,0.00459134,0.000727596,0.000142836,0.000137889,0.000140882,0.000140882,0.878611,0.0530822,0.823728,0.0111442,0.0499761,0.0250006,0.0249754,,best_validation_checkpoint_1.bin
49,38,accepted,1,0.00218815,0.000363798,0.000139584,0.00013452,0.000137444,0.000137444,0.859065,0.0531317,0.804213,0.0108884,0.0502173,0.0256292,0.024588,,best_validation_checkpoint_0.bin
50,39,accepted,1,0.00998371,0.000181899,0.000139447,0.000128489,0.000131268,0.000131268,0.856882,0.0538202,0.801358,0.0110481,0.0494727,0.0249826,0.0244899,,best_validation_checkpoint_1.bin
51,39,rejected,1,0.122434,0.00181899,0.000139447,0.000128489,0.000131268,0.000131268,0.886676,0.0537142,0.831298,0.0106312,0.0130124,0.0130122,0,,
52,40,accepted,0,0.122434,0.000909495,0.00013249,0.000127812,0.000130594,0.000130594,0,0,0,0.0109587,0.0499378,0.0248428,0.025095,,best_validation_checkpoint_0.bin
53,41,accepted,1,0.013213,0.000454747,0.000130142,0.000125601,0.000128337,0.000128337,0.851478,0.0541592,0.7956,0.0112932,0.0502158,0.0252253,0.0249903,,best_validation_checkpoint_1.bin
54,42,accepted,1,0.00772272,0.000227374,0.0001273,0.000121492,0.000124131,0.000124131,0.909068,0.0534477,0.853768,0.0105284,0.0524219,0.0274216,0.0250002,,best_validation_checkpoint_0.bin
55,42,rejected,1,0.0510687,0.00227374,0.0001273,0.000121492,0.000124131,0.000124131,0.900481,0.0538172,0.844943,0.0107699,0.0129934,0.0129934,0,,
56,43,accepted,0,0.0510687,0.00113687,0.000125249,0.00012102,0.000123657,0.000123657,0,0,0,0.0111481,0.0485864,0.0253858,0.0232005,,best_validation_checkpoint_1.bin
57,44,accepted,1,0.00684151,0.000568434,0.000123644,0.000119485,0.000122091,0.000122091,0.870252,0.0531362,0.815369,0.0108557,0.0524281,0.0278551,0.024573,,best_validation_checkpoint_0.bin
58,45,accepted,1,0.00313153,0.000284217,0.000120973,0.000116578,0.000119115,0.000119115,0.90328,0.0529158,0.848639,0.0107998,0.0500935,0.0252933,0.0248002,,best_validation_checkpoint_1.bin
59,45,rejected,1,0.0151106,0.00284217,0.000120973,0.000116578,0.000119115,0.000119115,0.876808,0.0536795,0.821441,0.0112471,0.0126699,0.0126698,0,,
60,46,accepted,0,0.0151106,0.00142109,0.00012016,0.000116218,0.00011875,0.00011875,0,0,0,0.0109803,0.0500203,0.0251889,0.0248313,,best_validation_checkpoint_0.bin
61,47,accepted,1,0.00182616,0.000710543,0.000119034,0.000115112,0.000117623,0.000117623,0.861768,0.0546975,0.805346,0.0109015,0.0501818,0.0253721,0.0248097,,best_validation_checkpoint_1.bin
62,48,accepted,1,0.00107368,0.000355271,0.000116957,0.000112998,0.000115459,0.000115459,0.904789,0.0541686,0.848919,0.0109144,0.0475281,0.0248745,0.0226535,,best_validation_checkpoint_0.bin
63,49,accepted,1,0.0044102,0.000177636,0.000115056,0.000109077,0.000111424,0.000111424,0.900308,0.0529377,0.845627,0.01242,0.0517738,0.0272286,0.0245451,,best_validation_checkpoint_1.bin
64,49,rejected,1,0.065281,0.00177636,0.000115056,0.000109077,0.000111424,0.000111424,0.888767,0.0542169,0.832833,0.011051,0.0126471,0.0126469,0,,
65,50,accepted,0,0.065281,0.000888178,0.000112401,0.000108661,0.000111007,0.000111007,0,0,0,0.0107394,0.0494821,0.0248717,0.0246104,,best_validation_checkpoint_0.bin
66,51,accepted,1,0.00880497,0.000444089,0.00011086,0.000107205,0.000109515,0.000109515,0.912528,0.0538551,0.856971,0.0110945,0.0505914,0.0255458,0.0250456,,best_validation_checkpoint_1.bin
67,52,accepted,1,0.00436669,0.000222045,0.000108593,0.000104443,0.000106673,0.000106673,0.927181,0.0531528,0.872311,0.0106887,0.0508853,0.0258256,0.0250597,,best_validation_checkpoint_0.bin
68,52,rejected,1,0.0250077,0.00222045,0.000108593,0.000104443,0.000106673,0.000106673,0.834411,0.0532817,0.779442,0.011104,0.0132442,0.0132442,0,,
69,53,accepted,0,0.0250077,0.00111022,0.000107571,0.000104123,0.000106351,0.000106351,0,0,0,0.0107187,0.0502219,0.0252838,0.0249379,,best_validation_checkpoint_1.bin
70,54,accepted,1,0.00323265,0.000555112,0.000106497,0.000103079,0.000105281,0.000105281,0.882432,0.053721,0.826798,0.0112075,0.0500361,0.0251022,0.0249338,,best_validation_checkpoint_0.bin
71,55,accepted,1,0.0016179,0.000277556,0.000104591,0.000101074,0.000103217,0.000103217,0.865395,0.0536104,0.810046,0.0117995,0.0495754,0.0250279,0.0245474,,best_validation_checkpoint_1.bin
72,55,rejected,1,0.00751331,0.00277556,0.000104591,0.000101074,0.000103217,0.000103217,0.881432,0.0536811,0.825915,0.0109308,0.0129201,0.0129199,0,,
73,56,accepted,0,0.00751331,0.00138778,0.000104096,0.000100819,0.000102957,0.000102957,0,0,0,0.011356,0.0508536,0.026252,0.0246015,,best_validation_checkpoint_0.bin
74,57,accepted,1,0.000707704,0.000693889,0.000103315,0.000100049,0.00010217,0.00010217,0.922027,0.0550996,0.865041,0.0112032,0.050202,0.0252978,0.0249041,,best_validation_checkpoint_1.bin
75,58,accepted,1,0.000675619,0.000346945,0.000101848,9.85625e-05,0.000100644,0.000100644,0.855497,0.0538474,0.799941,0.0105344,0.0473677,0.0243621,0.0230054,,best_validation_checkpoint_0.bin
76,59,accepted,1,0.00329046,0.000173472,9.98319e-05,9.57508e-05,9.77357e-05,9.77357e-05,0.88143,0.0529273,0.826763,0.0118856,0.0495884,0.0250786,0.0245097,checkpoint_76.bin,best_validation_checkpoint_1.bin
77,59,rejected,1,0.0325834,0.00173472,9.98319e-05,9.57508e-05,9.77357e-05,9.77357e-05,0.88654,0.053702,0.831083,0.0114958,0.0125901,0.0125899,0,,
78,60,accepted,0,0.0325834,0.000867362,9.85577e-05,9.54454e-05,9.74166e-05,9.74166e-05,0,0,0,0.0110328,0.0498192,0.0250018,0.0248173,,best_validation_checkpoint_0.bin
79,61,accepted,1,0.00413295,0.000433681,9.74759e-05,9.44038e-05,9.63435e-05,9.63435e-05,0.877921,0.0569636,0.819119,0.0106619,0.0492077,0.0251553,0.0240524,,best_validation_checkpoint_1.bin
80,62,accepted,1,0.00208503,0.00021684,9.56485e-05,9.23855e-05,9.4263e-05,9.4263e-05,0.885506,0.0538044,0.829957,0.0100408,0.0470731,0.0247291,0.0223438,,best_validation_checkpoint_0.bin
81,62,rejected,1,0.0116122,0.0021684,9.56485e-05,9.23855e-05,9.4263e-05,9.4263e-05,0.878899,0.053472,0.82367,0.0104967,0.0127728,0.0127727,0,,
82,63,accepted,0,0.0116122,0.0010842,9.50774e-05,9.21419e-05,9.40139e-05,9.40139e-05,0,0,0,0.0112527,0.0508533,0.0257023,0.0251509,,best_validation_checkpoint_1.bin
83,64,accepted,1,0.00124321,0.000542101,9.42989e-05,9.13805e-05,9.32347e-05,9.32347e-05,0.862648,0.0541326,0.806612,0.0110113,0.0511667,0.0265733,0.0245934,,best_validation_checkpoint_0.bin
84,65,accepted,1,0.000778283,0.000271051,9.28561e-05,8.98942e-05,9.16959e-05,9.16959e-05,0.878114,0.0554465,0.820927,0.0107752,0.0504129,0.0252962,0.0251167,,best_validation_checkpoint_1.bin
85,66,accepted,1,0.00401807,0.000135525,9.13306e-05,8.70926e-05,8.87841e-05,8.87841e-05,0.868933,0.0542985,0.812632,0.0111014,0.0498231,0.0253516,0.0244714,,best_validation_checkpoint_0.bin
86,66,rejected,1,0.0439052,0.00135525,9.13306e-05,8.70926e-05,8.87841e-05,8.87841e-05,0.879618,0.0551924,0.822733,0.0100513,0.0130665,0.0130665,0,,
87,67,accepted,0,0.0439052,0.000677626,8.96154e-05,8.67919e-05,8.84687e-05,8.84687e-05,0,0,0,0.0090816,0.0494085,0.0248794,0.0245291,,best_validation_checkpoint_1.bin
88,68,accepted,1,0.00580381,0.000338813,8.85236e-05,8.57684e-05,8.74093e-05,8.74093e-05,0.881032,0.0531342,0.826175,0.0113614,0.0507274,0.026237,0.0244903,,best_validation_checkpoint_0.bin
89,69,accepted,1,0.00286743,0.000169407,8.67982e-05,8.37569e-05,8.53286e-05,8.53286e-05,0.889972,0.0528227,0.83542,0.0104303,0.049582,0.0250403,0.0245416,,best_validation_checkpoint_1.bin
90,69,rejected,1,0.0144504,0.00169407,8.67982e-05,8.37569e-05,8.53286e-05,8.53286e-05,0.867761,0.0529691,0.813064,0.010114,0.0126233,0.012623,0,,
91,70,accepted,0,0.0144504,0.000847033,8.61423e-05,8.3522e-05,8.50858e-05,8.50858e-05,0,0,0,0.0101749,0.0508248,0.0260418,0.0247828,,best_validation_checkpoint_0.bin
92,71,accepted,1,0.00181255,0.000423516,8.53601e-05,8.27676e-05,8.43122e-05,8.43122e-05,0.926411,0.0535693,0.87093,0.0114945,0.0510716,0.026352,0.0247195,,best_validation_checkpoint_1.bin
93,72,accepted,1,0.00109933,0.000211758,8.39394e-05,8.12847e-05,8.2773e-05,8.2773e-05,0.906138,0.0554776,0.8485,0.0109738,0.0489097,0.0252478,0.0236618,,best_validation_checkpoint_0.bin
94,73,accepted,1,0.00446466,0.000105879,8.27845e-05,7.85037e-05,7.98713e-05,7.98713e-05,0.861225,0.0560116,0.803468,0.0107162,0.0499645,0.0248886,0.0250758,,best_validation_checkpoint_1.bin
95,73,rejected,1,0.0451689,0.00105879,8.27845e-05,7.85037e-05,7.98713e-05,7.98713e-05,0.910379,0.0541528,0.854513,0.0106168,0.0125956,0.0125954,0,,
96,74,accepted,0,0.0451689,0.000529396,8.07377e-05,7.82057e-05,7.95583e-05,7.95583e-05,0,0,0,0.0113034,0.0489865,0.0249756,0.0240108,,best_validation_checkpoint_0.bin
97,75,accepted,1,0.00617184,0.000264698,7.96403e-05,7.71972e-05,7.85076e-05,7.85076e-05,0.878491,0.0568805,0.819881,0.0110992,0.0484383,0.0249628,0.0234755,,best_validation_checkpoint_1.bin
98,76,accepted,1,0.00309771,0.000132349,7.80617e-05,7.52078e-05,7.64366e-05,7.64366e-05,0.891348,0.056951,0.832569,0.0113932,0.0497669,0.0261387,0.0236281,,best_validation_checkpoint_0.bin
99,76,rejected,1,0.0194376,0.00132349,7.80617e-05,7.52078e-05,7.64366e-05,7.64366e-05,0.944102,0.0548499,0.886899,0.0105547,0.0127348,0.0127346,0,,
100,77,accepted,0,0.0194376,0.000661744,7.72894e-05,7.49782e-05,7.62e-05,7.62e-05,0,0,0,0.0118022,0.0519837,0.0268152,0.0251683,,best_validation_checkpoint_1.bin
101,78,accepted,1,0.00251957,0.000330872,7.65137e-05,7.42309e-05,7.54239e-05,7.54239e-05,0.895023,0.0605703,0.832466,0.0101425,0.0491772,0.0255081,0.023669,,best_validation_checkpoint_0.bin
102,79,accepted,1,0.00138383,0.000165436,7.51338e-05,7.27659e-05,7.39022e-05,7.39022e-05,0.893448,0.0563769,0.835063,0.0119019,0.0512673,0.0272552,0.024012,,best_validation_checkpoint_1.bin
103,79,rejected,1,0.00563711,0.00165436,7.51338e-05,7.27659e-05,7.39022e-05,7.39022e-05,0.891067,0.057647,0.83167,0.0109334,0.01299,0.0129899,0,,
104,80,accepted,0,0.00563711,0.000827181,7.47694e-05,7.25811e-05,7.37109e-05,7.37109e-05,0,0,0,0.0124864,0.0502179,0.0254238,0.024794,,best_validation_checkpoint_0.bin
105,81,accepted,1,0.000541488,0.00041359,7.41978e-05,7.20189e-05,7.31346e-05,7.31346e-05,0.914658,0.0572875,0.855021,0.0142967,0.0500604,0.025479,0.0245813,,best_validation_checkpoint_1.bin
106,82,accepted,1,0.000568769,0.000206795,7.312e-05,7.09222e-05,7.19993e-05,7.19993e-05,0.885105,0.055325,0.827937,0.0127433,0.0512348,0.0260046,0.0252301,,best_validation_checkpoint_0.bin
107,83,accepted,1,0.00197879,0.000103398,7.1428e-05,6.88294e-05,6.98172e-05,6.98172e-05,0.950296,0.0588278,0.889139,0.0133322,0.0526378,0.0276315,0.0250063,,best_validation_checkpoint_1.bin
108,83,rejected,1,0.014314,0.00103398,7.1428e-05,6.88294e-05,6.98172e-05,6.98172e-05,0.971205,0.0649593,0.904501,0.0124255,0.0147427,0.0147425,0,,
109,84,accepted,0,0.014314,0.000516988,7.06708e-05,6.85906e-05,6.95682e-05,6.95682e-05,0,0,0,0.013008,0.0502923,0.0256955,0.0245967,,best_validation_checkpoint_0.bin
110,85,accepted,1,0.00169735,0.000258494,6.98687e-05,6.78143e-05,6.8766e-05,6.8766e-05,0.948717,0.0614099,0.885316,0.0145322,0.0512405,0.0264874,0.0247531,,best_validation_checkpoint_1.bin
111,86,accepted,1,0.000979211,0.000129247,6.84418e-05,6.62915e-05,6.71828e-05,6.71828e-05,0.947147,0.0576523,0.887654,0.0101104,0.0498456,0.024946,0.0248995,,best_validation_checkpoint_0.bin
112,86,rejected,1,0.0049469,0.00129247,6.84418e-05,6.62915e-05,6.71828e-05,6.71828e-05,0.91294,0.0572049,0.853894,0.0113819,0.0126911,0.012691,0,,
113,87,accepted,0,0.0049469,0.000646235,6.80645e-05,6.61034e-05,6.69898e-05,6.69898e-05,0,0,0,0.0115412,0.0496629,0.0250565,0.0246063,,best_validation_checkpoint_1.bin
114,88,accepted,1,0.000277518,0.000323117,6.74801e-05,6.55235e-05,6.63878e-05,6.63878e-05,0.89439,0.057846,0.833723,0.0118005,0.0510617,0.0261273,0.0249343,,best_validation_checkpoint_0.bin
115,89,accepted,1,0.000421767,0.000161559,6.6375e-05,6.43916e-05,6.52099e-05,6.52099e-05,0.986639,0.0581721,0.926276,0.0127779,0.0498134,0.0252501,0.0245633,,best_validation_checkpoint_1.bin
116,90,accepted,1,0.00214903,8.07794e-05,6.47305e-05,6.22525e-05,6.29813e-05,6.29813e-05,0.916654,0.0616472,0.852821,0.0135863,0.0516875,0.0267946,0.0248929,,best_validation_checkpoint_0.bin
117,90,rejected,1,0.0169687,0.000807794,6.47305e-05,6.22525e-05,6.29813e-05,6.29813e-05,0.937791,0.0613848,0.874381,0.012529,0.012564,0.0125637,0,,
118,91,accepted,0,0.0169687,0.000403897,6.38699e-05,6.20019e-05,6.27197e-05,6.27197e-05,0,0,0,0.0117631,0.0499298,0.0252327,0.0246971,,best_validation_checkpoint_1.bin
119,92,accepted,1,0.00210694,0.000201948,6.30459e-05,6.12091e-05,6.19014e-05,6.19014e-05,0.858528,0.0579388,0.798903,0.011095,0.0491955,0.0246843,0.0245112,,best_validation_checkpoint_0.bin
120,93,accepted,1,0.00115216,0.000100974,6.16086e-05,5.9661e-05,6.02972e-05,6.02972e-05,0.906479,0.0554725,0.849135,0.0110725,0.050068,0.0254325,0.0246355,,best_validation_checkpoint_1.bin
121,93,rejected,1,0.00559717,0.00100974,6.16086e-05,5.9661e-05,6.02972e-05,6.02972e-05,0.892195,0.0559999,0.833765,0.0129784,0.0127752,0.0127751,0,,
122,94,accepted,0,0.00559717,0.000504871,6.12101e-05,5.94671e-05,6.00987e-05,6.00987e-05,0,0,0,0.014261,0.0503987,0.0253566,0.025042,,best_validation_checkpoint_0.bin
123,95,accepted,1,0.000392263,0.000252435,6.06167e-05,5.8878e-05,5.94894e-05,5.94894e-05,0.906622,0.0574031,0.847422,0.0112387,0.0497913,0.0251045,0.0246866,,best_validation_checkpoint_1.bin
124,96,accepted,1,0.000438392,0.000126218,5.95021e-05,5.77342e-05,5.83029e-05,5.83029e-05,0.895305,0.0560357,0.836674,0.0115614,0.050505,0.0259362,0.0245687,,best_validation_checkpoint_0.bin
125,97,accepted,1,0.00229187,6.31089e-05,5.79131e-05,5.55984e-05,5.6085e-05,5.6085e-05,0.904485,0.0541421,0.848449,0.0117991,0.0501209,0.0254799,0.0246409,,best_validation_checkpoint_1.bin
126,97,rejected,1,0.0195403,0.000631089,5.79131e-05,5.55984e-05,5.6085e-05,5.6085e-05,0.92631,0.0673658,0.857109,0.0106331,0.0128922,0.0128921,0,,
127,98,accepted,0,0.0195403,0.000315544,5.69898e-05,5.5334e-05,5.58114e-05,5.58114e-05,0,0,0,0.0116092,0.0502122,0.0253859,0.0248262,,best_validation_checkpoint_0.bin
128,99,accepted,1,0.00252686,0.000157772,5.6165e-05,5.45422e-05,5.49912e-05,5.49912e-05,0.880868,0.0574109,0.821665,0.0114606,0.0494545,0.0248872,0.0245673,,best_validation_checkpoint_1.bin
129,100,accepted,1,0.00131964,7.88861e-05,5.47472e-05,5.30064e-05,5.34068e-05,5.34068e-05,0.860571,0.0547394,0.804093,0.0111139,0.0496768,0.0250646,0.024612,,best_validation_checkpoint_0.bin
130,100,rejected,1,0.00670638,0.000788861,5.47472e-05,5.30064e-05,5.34068e-05,5.34068e-05,0.854655,0.0542305,0.798685,0.0105742,0.0126402,0.0126401,0,,
131,101,accepted,0,0.00670638,0.00039443,5.43386e-05,5.28044e-05,5.31992e-05,5.31992e-05,0,0,0,0.0110493,0.0497083,0.0253347,0.0243736,,best_validation_checkpoint_1.bin
132,102,accepted,1,0.000709571,0.000197215,5.37455e-05,5.22178e-05,5.25974e-05,5.25974e-05,0.857801,0.0544671,0.801477,0.0114813,0.049787,0.0253136,0.0244734,,best_validation_checkpoint_0.bin
133,103,accepted,1,0.000573777,9.86076e-05,5.26428e-05,5.1089e-05,5.14381e-05,5.14381e-05,0.852191,0.0542136,0.796024,0.011303,0.0500081,0.0255712,0.0244368,,best_validation_checkpoint_1.bin
134,104,accepted,1,0.00234704,4.93038e-05,5.11158e-05,4.90095e-05,4.92911e-05,4.92911e-05,0.874135,0.0540574,0.818287,0.0117673,0.0503375,0.0254734,0.024864,,best_validation_checkpoint_0.bin
135,104,rejected,1,0.0225265,0.000493038,5.11158e-05,4.90095e-05,4.92911e-05,4.92911e-05,0.857759,0.0560323,0.799814,0.0114277,0.0126648,0.0126647,0,,
136,105,accepted,0,0.0225265,0.000246519,5.01826e-05,4.87331e-05,4.90118e-05,4.90118e-05,0,0,0,0.0109668,0.0497207,0.0251941,0.0245265,,best_validation_checkpoint_1.bin
