iteration,accepted_updates,status,validation_failures,lambda,objective_loss,train_mse_normalized,validation_mse_normalized,best_validation_mse_normalized,mean_objective_gradient_norm,normal_seconds,jacobian_seconds,normal_matrix_seconds,solve_seconds,candidate_seconds,candidate_train_seconds,candidate_validation_seconds,cumulative_phase_seconds,checkpoint
18,15,accepted,0,3.0517578125e-05,9.5848443092706607e-06,9.5848443092706607e-06,9.6395650434756746e-06,9.6395650434756746e-06,0.0084810714716532544,0,0,0,0.010003400000000001,0.042148199999999997,0.0144224,0.027725699999999999,9.3455835,milestone_3.bin
19,16,accepted,0,1.52587890625e-05,9.0876532743823684e-06,9.0876532743823684e-06,9.1426662688335903e-06,9.1426662688335903e-06,0.00098703113900970346,0.58369990000000005,0.036275399999999999,0.54335860000000002,0.0109129,0.037624400000000002,0.0137281,0.0238961,9.9778207000000005,
20,17,accepted,0,7.62939453125e-06,8.4065976693725319e-06,8.4065976693725319e-06,8.4649412097474057e-06,8.4649412097474057e-06,0.0012153016670302479,0.53444990000000003,0.033429,0.49806640000000002,0.0122881,0.037582400000000002,0.012809600000000001,0.024772700000000002,10.5621411,
21,18,accepted,0,3.814697265625e-06,7.757479157523238e-06,7.757479157523238e-06,7.8186236284083509e-06,7.8186236284083509e-06,0.0025187684809306362,0.5293428,0.037936700000000004,0.48886879999999999,0.0102833,0.037225599999999998,0.0120503,0.025175099999999999,11.1389928,
22,18,rejected,0,3.814697265625e-05,7.757479157523238e-06,7.757479157523238e-06,7.8186236284083509e-06,7.8186236284083509e-06,0.0036127240697853393,0.56642230000000005,0.03789,0.52524339999999992,0.010564799999999999,0.012168399999999999,0.012168399999999999,0,11.728148300000001,
23,19,accepted,0,1.9073486328125e-05,6.9996143759357029e-06,6.9996143759357029e-06,7.0328312280831219e-06,7.0328312280831219e-06,0.0036127240697853393,0,0,0,0.0120292,0.034389299999999998,0.011446100000000001,0.022943100000000001,11.774566800000001,
24,20,accepted,0,9.5367431640625e-06,6.6421428988091798e-06,6.6421428988091798e-06,6.6696756195692955e-06,6.6696756195692955e-06,0.00075987474122130537,0.53148379999999995,0.035459900000000003,0.49136210000000002,0.0125427,0.034270399999999999,0.0118105,0.022459799999999999,12.3528637,
25,21,accepted,0,4.76837158203125e-06,6.1393390630581816e-06,6.1393390630581816e-06,6.1616302253105861e-06,6.1616302253105861e-06,0.00051708825100947337,0.53169909999999998,0.036567299999999997,0.49232809999999999,0.0105892,0.037246300000000003,0.0142138,0.023032400000000001,12.932398300000001,
26,22,accepted,0,2.384185791015625e-06,5.6025512752765883e-06,5.6025512752765883e-06,5.6185764339406363e-06,5.6185764339406363e-06,0.00084933984838489365,0.54908690000000004,0.033674000000000003,0.51137359999999998,0.0106739,0.036704800000000003,0.012609799999999999,0.024094999999999998,13.528863900000001,
27,23,accepted,0,1.1920928955078125e-06,5.5682283707060559e-06,5.5682283707060559e-06,5.5751098756290911e-06,5.5751098756290911e-06,0.0020056343241904211,0.5411494,0.041041000000000001,0.4967124,0.0098557000000000002,0.0365025,0.0135566,0.022945900000000002,14.116371500000001,
28,23,rejected,0,1.1920928955078125e-05,5.5682283707060559e-06,5.5682283707060559e-06,5.5751098756290911e-06,5.5751098756290911e-06,0.0063475673077817108,0.52104950000000005,0.040790800000000002,0.47627440000000004,0.0101222,0.012148900000000001,0.0121488,0,14.659692100000001,
29,24,accepted,0,5.9604644775390625e-06,4.3696896014264571e-06,4.3696896014264571e-06,4.3856545468630184e-06,4.3856545468630184e-06,0.0063475673077817108,0,0,0,0.012295800000000001,0.036071199999999998,0.011365800000000001,0.024705399999999999,14.708059100000002,
30,25,accepted,0,2.9802322387695312e-06,4.1308260206094769e-06,4.1308260206094769e-06,4.1441029442166019e-06,4.1441029442166019e-06,0.0034856156771128207,0.52443269999999997,0.032207,0.48873909999999998,0.0127692,0.0368355,0.011875699999999999,0.024959700000000001,15.282096500000002,
31,26,accepted,0,1.4901161193847656e-06,4.0717048342630544e-06,4.0717048342630544e-06,4.0863721933525815e-06,4.0863721933525815e-06,0.0038537052485127037,0.52312999999999998,0.033007000000000002,0.48691739999999994,0.0097187999999999997,0.036305799999999999,0.0133461,0.0229596,15.851251100000002,
32,27,accepted,0,7.4505805969238281e-07,3.9173164770459982e-06,3.9173164770459982e-06,3.9222723804663466e-06,3.9222723804663466e-06,0.0059692038008878475,0.5493709,0.038456799999999999,0.50795970000000001,0.0103908,0.034972700000000002,0.011412800000000001,0.023559900000000002,16.445985500000003,
33,27,rejected,0,7.4505805969238281e-06,3.9173164770459982e-06,3.9173164770459982e-06,3.9222723804663466e-06,3.9222723804663466e-06,0.0047976459800612159,0.5418269,0.035854499999999997,0.50266440000000001,0.0096218999999999992,0.0116296,0.0116296,0,17.009063900000001,
34,28,accepted,0,3.7252902984619141e-06,2.9848210579272006e-06,2.9848210579272006e-06,2.9881590170843504e-06,2.9881590170843504e-06,0.0047976459800612159,0,0,0,0.0133448,0.035229400000000001,0.011658399999999999,0.023570899999999999,17.057638100000002,
35,29,accepted,0,1.862645149230957e-06,2.8138526403524635e-06,2.8138526403524635e-06,2.8156735437869659e-06,2.8156735437869659e-06,0.0027277131776099334,0.52733260000000004,0.041487200000000002,0.48140479999999997,0.0108799,0.037092800000000002,0.0143632,0.0227295,17.632943400000002,
36,30,accepted,0,9.3132257461547852e-07,2.6691699889344944e-06,2.6691699889344944e-06,2.6644442664571955e-06,2.6644442664571955e-06,0.003249412014664789,0.5440256,0.034794600000000002,0.50627100000000003,0.0109321,0.039782400000000002,0.0127014,0.027080799999999999,18.227683500000001,
37,30,rejected,0,9.3132257461547852e-06,2.6691699889344944e-06,2.6691699889344944e-06,2.6644442664571955e-06,2.6644442664571955e-06,0.0040071431682711508,0.53983930000000002,0.0362221,0.5005001,0.011690300000000001,0.0155373,0.0155373,0,18.794750400000002,
38,31,accepted,0,4.6566128730773926e-06,2.3853501150963534e-06,2.3853501150963534e-06,2.3852137396868946e-06,2.3852137396868946e-06,0.0040071431682711508,0,0,0,0.010683399999999999,0.037815099999999997,0.0114918,0.026323200000000001,18.843248900000003,
39,32,accepted,0,2.3283064365386963e-06,2.2945762304776668e-06,2.2945762304776668e-06,2.2938047865012306e-06,2.2938047865012306e-06,0.00091162878734698898,0.57562400000000002,0.037944899999999997,0.5349701,0.0102979,0.038159499999999999,0.0115318,0.026627499999999998,19.467330300000004,
40,33,accepted,0,1.1641532182693481e-06,2.1761043616918911e-06,2.1761043616918911e-06,2.1748493094552929e-06,2.1748493094552929e-06,0.0013845714239534741,0.53982870000000005,0.040327500000000002,0.4955946,0.0113165,0.039280599999999999,0.015046800000000001,0.024233600000000001,20.057756100000002,
41,33,rejected,0,1.1641532182693481e-05,2.1761043616918911e-06,2.1761043616918911e-06,2.1748493094552929e-06,2.1748493094552929e-06,0.0019389367273986153,0.55109209999999997,0.032061300000000001,0.51527469999999997,0.010687200000000001,0.0123991,0.0123991,0,20.631934500000003,
42,34,accepted,0,5.8207660913467407e-06,2.0744497161920295e-06,2.0744497161920295e-06,2.0760578697668548e-06,2.0760578697668548e-06,0.0019389367273986153,0,0,0,0.015956700000000001,0.040018600000000001,0.0138663,0.0261522,20.687909800000003,
43,35,accepted,0,2.9103830456733704e-06,2.0126574968131366e-06,2.0126574968131366e-06,2.0149340936112841e-06,2.0149340936112841e-06,0.00029747630748579119,0.54022610000000004,0.044606300000000002,0.49206530000000004,0.010903299999999999,0.039979300000000002,0.013421499999999999,0.0265577,21.279018500000003,
44,36,accepted,0,1.4551915228366852e-06,1.9133689301685756e-06,1.9133689301685756e-06,1.9175413081859193e-06,1.9175413081859193e-06,0.00046076225857693073,0.53797819999999996,0.035503899999999998,0.49929580000000007,0.0123377,0.036572199999999999,0.0135639,0.023008199999999999,21.865906600000002,
45,37,accepted,0,7.2759576141834259e-07,1.852925988619556e-06,1.852925988619556e-06,1.8630737766178298e-06,1.8630737766178298e-06,0.00059191552089398771,0.56041059999999998,0.036232800000000003,0.52004040000000007,0.010475999999999999,0.036644599999999999,0.014076999999999999,0.022567500000000001,22.473437800000003,
46,37,rejected,0,7.2759576141834259e-06,1.852925988619556e-06,1.852925988619556e-06,1.8630737766178298e-06,1.8630737766178298e-06,0.0020967868198210377,0.55105369999999998,0.037125100000000001,0.51124360000000002,0.014415000000000001,0.0144767,0.0144767,0,23.053383200000003,
47,38,accepted,0,3.637978807091713e-06,1.6905564903275573e-06,1.6905564903275573e-06,1.7012227809683058e-06,1.7012227809683058e-06,0.0020967868198210377,0,0,0,0.0110898,0.037172299999999998,0.014361199999999999,0.022811000000000001,23.101645300000001,
48,39,accepted,0,1.8189894035458565e-06,1.6274633481608167e-06,1.6274633481608167e-06,1.6403123624756488e-06,1.6403123624756488e-06,0.0002437405876958859,0.52301690000000001,0.039471800000000001,0.48012289999999996,0.010534099999999999,0.035845399999999999,0.0114573,0.024388,23.6710417,
49,40,accepted,0,9.0949470177292824e-07,1.5702852117010805e-06,1.5702852117010805e-06,1.5887590641487753e-06,1.5887590641487753e-06,0.00026962878577166464,0.54785680000000003,0.038461599999999999,0.5062797,0.012129900000000001,0.039749,0.0146239,0.025125000000000001,24.2707774,
50,40,rejected,0,9.0949470177292824e-06,1.5702852117010805e-06,1.5702852117010805e-06,1.5887590641487753e-06,1.5887590641487753e-06,0.0017702922025115439,0.58190129999999995,0.037098100000000002,0.54125050000000008,0.0114596,0.0125863,0.0125863,0,24.876724599999999,
51,41,accepted,0,4.5474735088646412e-06,1.4906093267728387e-06,1.4906093267728387e-06,1.5067664181034056e-06,1.5067664181034056e-06,0.0017702922025115439,0,0,0,0.0120985,0.038272,0.0136107,0.024661099999999998,24.927095099999999,
52,42,accepted,0,2.2737367544323206e-06,1.4499680402379476e-06,1.4499680402379476e-06,1.4677336043830726e-06,1.4677336043830726e-06,5.9566601802728478e-05,0.52972350000000001,0.032996999999999999,0.49323519999999998,0.011066299999999999,0.036213700000000001,0.013486400000000001,0.022727199999999999,25.504098599999999,
53,43,accepted,0,1.1368683772161603e-06,1.400262178648096e-06,1.400262178648096e-06,1.4212059338502268e-06,1.4212059338502268e-06,0.00023522505475329807,0.5272867,0.035795399999999998,0.48908610000000002,0.012903599999999999,0.036537500000000001,0.013685900000000001,0.0228515,26.080826399999999,
54,43,rejected,0,1.1368683772161603e-05,1.400262178648096e-06,1.400262178648096e-06,1.4212059338502268e-06,1.4212059338502268e-06,0.001194804793947405,0.51549029999999996,0.037702800000000002,0.47453990000000001,0.011679800000000001,0.013270199999999999,0.013270199999999999,0,26.6212667,
55,44,accepted,0,5.6843418860808015e-06,1.360622038933153e-06,1.360622038933153e-06,1.3797832382543565e-06,1.3797832382543565e-06,0.001194804793947405,0,0,0,0.0112543,0.038749199999999998,0.0134033,0.025345900000000001,26.671270199999999,
56,45,accepted,0,2.8421709430404007e-06,1.3330879478040712e-06,1.3330879478040712e-06,1.3530371435390032e-06,1.3530371435390032e-06,2.0810141918519151e-05,0.52619150000000003,0.037958199999999997,0.48478310000000002,0.012009199999999999,0.036823399999999999,0.012646299999999999,0.024177000000000001,27.246294299999999,
57,46,accepted,0,1.4210854715202004e-06,1.2915255373746086e-06,1.2915255373746086e-06,1.3128448764086804e-06,1.3128448764086804e-06,0.00015001570871058594,0.54144530000000002,0.035520299999999998,0.5019342,0.0114314,0.039629400000000002,0.014557,0.025072199999999999,27.8388004,
58,46,rejected,0,1.4210854715202004e-05,1.2915255373746086e-06,1.2915255373746086e-06,1.3128448764086804e-06,1.3128448764086804e-06,0.00068999425708100143,0.51662909999999995,0.036533900000000001,0.47756090000000001,0.011617000000000001,0.0139937,0.0139937,0,28.381040200000001,
59,47,accepted,0,7.1054273576010019e-06,1.2721003459136165e-06,1.2721003459136165e-06,1.2924846599221068e-06,1.2924846599221068e-06,0.00068999425708100143,0,0,0,0.0122576,0.034421,0.0116556,0.022765400000000002,28.427718800000001,
60,48,accepted,0,3.5527136788005009e-06,1.2527718909262197e-06,1.2527718909262197e-06,1.2734606497195539e-06,1.2734606497195539e-06,1.2319051440672045e-05,0.52188639999999997,0.042406799999999994,0.47621429999999998,0.010962299999999999,0.039432500000000002,0.0140825,0.025349799999999999,29,
61,49,accepted,0,1.7763568394002505e-06,1.2200387508120388e-06,1.2200387508120388e-06,1.2412091804840219e-06,1.2412091804840219e-06,8.7512397366511208e-05,0.55406109999999997,0.038488600000000005,0.5124244,0.0123223,0.0377411,0.012511,0.025229999999999999,29.604124500000001,
62,50,accepted,0,8.8817841970012523e-07,1.191177109898184e-06,1.191177109898184e-06,1.2133113255383358e-06,1.2133113255383358e-06,0.00038867757175119395,0.55272460000000001,0.0349801,0.51394570000000006,0.0167374,0.041831500000000001,0.0135257,0.028305799999999999,30.215418,
63,50,rejected,0,8.8817841970012523e-06,1.191177109898184e-06,1.191177109898184e-06,1.2133113255383358e-06,1.2133113255383358e-06,0.0013377194306477852,0.52392689999999997,0.045328999999999994,0.47568719999999998,0.0133057,0.016341100000000001,0.016341100000000001,0,30.768991700000001,
64,51,accepted,0,4.4408920985006262e-06,1.1423818954655633e-06,1.1423818954655633e-06,1.1628144029446832e-06,1.1628144029446832e-06,0.0013377194306477852,0,0,0,0.011772899999999999,0.037375800000000001,0.014334100000000001,0.023041599999999999,30.818140400000001,
65,52,accepted,0,2.2204460492503131e-06,1.1193877709040657e-06,1.1193877709040657e-06,1.1398643388927034e-06,1.1398643388927034e-06,2.4183861475133056e-05,0.55605839999999995,0.0363903,0.51604799999999995,0.011402000000000001,0.039902800000000002,0.0131451,0.0267575,31.425503599999999,
66,53,accepted,0,1.1102230246251565e-06,1.0868216124527945e-06,1.0868216124527945e-06,1.1074647843879298e-06,1.1074647843879298e-06,0.00016856303758501742,0.57104010000000005,0.043246099999999996,0.52442070000000007,0.0102668,0.0395386,0.012413499999999999,0.027125,32.0463491,
67,53,rejected,0,1.1102230246251565e-05,1.0868216124527945e-06,1.0868216124527945e-06,1.1074647843879298e-06,1.1074647843879298e-06,0.0006640195654563784,0.53281469999999997,0.035906800000000003,0.49367630000000001,0.0113501,0.0144066,0.014406499999999999,0,32.604920499999999,
68,54,accepted,0,5.5511151231257827e-06,1.0674420898482269e-06,1.0674420898482269e-06,1.0872007310586659e-06,1.0872007310586659e-06,0.0006640195654563784,0,0,0,0.0122904,0.040258099999999998,0.014600699999999999,0.025657300000000001,32.657468999999999,
69,55,accepted,0,2.7755575615628914e-06,1.05117082064704e-06,1.05117082064704e-06,1.0708499834132624e-06,1.0708499834132624e-06,1.4625049316896751e-05,0.57384639999999998,0.038820199999999999,0.53230200000000005,0.0119706,0.038443400000000003,0.012827,0.025616199999999999,33.281729399999996,
70,56,accepted,0,1.3877787807814457e-06,1.0242089654174092e-06,1.0242089654174092e-06,1.0438525350222862e-06,1.0438525350222862e-06,9.0381961223546939e-05,0.55149680000000001,0.039381800000000002,0.50862169999999995,0.0151392,0.036709199999999997,0.0117853,0.024923799999999999,33.885074599999996,
71,57,accepted,0,6.9388939039072284e-07,1.0061898047341091e-06,1.0061898047341091e-06,1.026382977488777e-06,1.026382977488777e-06,0.00036697490462558337,0.55507850000000003,0.0369231,0.51480709999999996,0.015428000000000001,0.036554799999999998,0.0134848,0.02307,34.492135899999994,
72,57,rejected,0,6.9388939039072284e-06,1.0061898047341091e-06,1.0061898047341091e-06,1.026382977488777e-06,1.026382977488777e-06,0.0012788199645814948,0.54752869999999998,0.041722599999999999,0.50203589999999998,0.0121055,0.016508999999999999,0.016508999999999999,0,35.068279099999991,
73,58,accepted,0,3.4694469519536142e-06,9.5830920757713653e-07,9.5830920757713653e-07,9.7665835429836759e-07,9.7665835429836759e-07,0.0012788199645814948,0,0,0,0.012841200000000001,0.038055100000000001,0.0140289,0.024026100000000002,35.119175399999989,milestone_4.bin
74,59,accepted,0,1.7347234759768071e-06,9.3932757446630108e-07,9.3932757446630108e-07,9.576672100184539e-07,9.576672100184539e-07,2.6521404515072713e-05,0.54703460000000004,0.0402,0.50404119999999997,0.011004699999999999,0.044093300000000002,0.012827,0.031266099999999998,35.721307999999986,
75,60,accepted,0,8.6736173798840355e-07,9.1497597166074256e-07,9.1497597166074256e-07,9.3368301829204105e-07,9.3368301829204105e-07,0.00017478102889060727,0.54741830000000002,0.036498900000000001,0.50763179999999997,0.013101399999999999,0.038688599999999997,0.012936,0.025752400000000002,36.320516299999987,
76,60,rejected,0,8.6736173798840355e-06,9.1497597166074256e-07,9.1497597166074256e-07,9.3368301829204105e-07,9.3368301829204105e-07,0.00072311239963364739,0.53410270000000004,0.038287500000000002,0.49219210000000008,0.011547099999999999,0.013171799999999999,0.0131717,0,36.879337899999989,
77,61,accepted,0,4.3368086899420177e-06,8.9622933212650224e-07,8.9622933212650224e-07,9.137167851186377e-07,9.137167851186377e-07,0.00072311239963364739,0,0,0,0.0146956,0.041330899999999997,0.017360400000000002,0.023970399999999999,36.93536439999999,
78,62,accepted,0,2.1684043449710089e-06,8.8292870557747561e-07,8.8292870557747561e-07,9.0039213181353134e-07,9.0039213181353134e-07,1.4928084093248088e-05,0.53917939999999998,0.037367399999999995,0.497753,0.0113122,0.035624200000000002,0.011513499999999999,0.024110599999999999,37.521480199999992,
79,63,accepted,0,1.0842021724855044e-06,8.6204738000567945e-07,8.6204738000567945e-07,8.7973448029720761e-07,8.7973448029720761e-07,0.00010189926042807698,0.52409879999999998,0.037608100000000005,0.48330870000000004,0.016295899999999999,0.041470899999999998,0.015517400000000001,0.025953500000000001,38.103345799999992,
80,63,rejected,0,1.0842021724855044e-05,8.6204738000567945e-07,8.6204738000567945e-07,8.7973448029720761e-07,8.7973448029720761e-07,0.00044813074772711008,0.53105939999999996,0.0351734,0.49255900000000002,0.0111062,0.0147449,0.0147449,0,38.660256299999993,
81,64,accepted,0,5.4210108624275222e-06,8.5296665725223677e-07,8.5296665725223677e-07,8.6984492102233798e-07,8.6984492102233798e-07,0.00044813074772711008,0,0,0,0.0139898,0.036585600000000003,0.0117865,0.024799000000000002,38.710831699999993,
82,65,accepted,0,2.7105054312137611e-06,8.4343432288350612e-07,8.4343432288350612e-07,8.6027660927974132e-07,8.6027660927974132e-07,9.072110067288702e-06,0.58022289999999999,0.035089599999999999,0.54160520000000001,0.0145186,0.0353768,0.0115353,0.023841399999999999,39.340949999999992,
83,66,accepted,0,1.3552527156068805e-06,8.2694392809735138e-07,8.2694392809735138e-07,8.4389145321339671e-07,8.4389145321339671e-07,6.266911430940487e-05,0.54607070000000002,0.032159800000000002,0.5107389,0.0109079,0.039744399999999999,0.0152398,0.024504399999999999,39.93767299999999,
84,67,accepted,0,6.7762635780344027e-07,8.1530740661127289e-07,8.1530740661127289e-07,8.3297376430668852e-07,8.3297376430668852e-07,0.0002819329190113124,0.54595939999999998,0.034873700000000001,0.50906490000000004,0.0120465,0.040920600000000001,0.0160555,0.024865000000000002,40.536599499999987,
85,67,rejected,0,6.7762635780344027e-06,8.1530740661127289e-07,8.1530740661127289e-07,8.3297376430668852e-07,8.3297376430668852e-07,0.0011486589652606079,0.53164029999999995,0.036991299999999998,0.49119970000000002,0.0109906,0.011602100000000001,0.011601999999999999,0,41.090832499999983,
86,68,accepted,0,3.3881317890172014e-06,7.8747028100404401e-07,7.8747028100404401e-07,8.0339450653407723e-07,8.0339450653407723e-07,0.0011486589652606079,0,0,0,0.0128971,0.038570800000000002,0.014488600000000001,0.024082099999999999,41.142300399999982,
87,69,accepted,0,1.6940658945086007e-06,7.756916396482612e-07,7.756916396482612e-07,7.9162162270291913e-07,7.9162162270291913e-07,1.5459589094401022e-05,0.52888360000000001,0.0376178,0.48643690000000006,0.0138643,0.039388100000000002,0.013215899999999999,0.0261721,41.724436399999981,
88,70,accepted,0,8.4703294725430034e-07,7.5998785171772935e-07,7.5998785171772935e-07,7.762095370260208e-07,7.762095370260208e-07,0.00014307399285398462,0.54338830000000005,0.035031900000000005,0.50594879999999998,0.011566099999999999,0.036167900000000003,0.011886600000000001,0.024281199999999999,42.315558699999983,
89,70,rejected,0,8.4703294725430034e-06,7.5998785171772935e-07,7.5998785171772935e-07,7.762095370260208e-07,7.762095370260208e-07,0.00065000190899877272,0.52383080000000004,0.036212300000000003,0.48418129999999998,0.012694199999999999,0.0143511,0.0143511,0,42.866434799999979,
90,71,accepted,0,4.2351647362715017e-06,7.4869742552462839e-07,7.4869742552462839e-07,7.6390715798970307e-07,7.6390715798970307e-07,0.00065000190899877272,0,0,0,0.014122600000000001,0.0392599,0.0129216,0.026338199999999999,42.919817299999977,
91,72,accepted,0,2.1175823681357508e-06,7.4020341668770354e-07,7.4020341668770354e-07,7.5535783702172708e-07,7.5535783702172708e-07,8.9448392886103759e-06,0.5444293,0.036615299999999996,0.50512219999999997,0.0115481,0.037625199999999998,0.014721400000000001,0.022903699999999999,43.513419899999974,
92,73,accepted,0,1.0587911840678754e-06,7.2630704496339915e-07,7.2630704496339915e-07,7.4152100346893128e-07,7.4152100346893128e-07,8.0016768535011659e-05,0.52915959999999995,0.036338799999999997,0.48966989999999999,0.011796900000000001,0.037449299999999998,0.0131039,0.0243453,44.091825699999973,
93,73,rejected,0,1.0587911840678754e-05,7.2630704496339915e-07,7.2630704496339915e-07,7.4152100346893128e-07,7.4152100346893128e-07,0.00037200186147439535,0.52584109999999995,0.035670500000000008,0.48763079999999998,0.012248200000000001,0.014522699999999999,0.014522699999999999,0,44.644437699999976,
94,74,accepted,0,5.2939559203393771e-06,7.2081949509498346e-07,7.2081949509498346e-07,7.3544326351863171e-07,7.3544326351863171e-07,0.00037200186147439535,0,0,0,0.0119159,0.035641899999999997,0.0125039,0.023137899999999999,44.691995499999976,
95,75,accepted,0,2.6469779601696886e-06,7.1457360813691079e-07,7.1457360813691079e-07,7.2911984979483977e-07,7.2911984979483977e-07,5.5344384624735989e-06,0.55704430000000005,0.038397500000000001,0.51568150000000001,0.011450500000000001,0.036670399999999999,0.013522299999999999,0.023148100000000001,45.297160699999978,
96,76,accepted,0,1.3234889800848443e-06,7.0340521562394234e-07,7.0340521562394234e-07,7.1789961079523763e-07,7.1789961079523763e-07,4.5703458173950595e-05,0.5784146,0.040523799999999999,0.53411510000000006,0.012621500000000001,0.038141599999999998,0.012493300000000001,0.025648299999999999,45.926338399999977,
97,77,accepted,0,6.6174449004242214e-07,6.9232760446048946e-07,6.9232760446048946e-07,7.069960441527334e-07,7.069960441527334e-07,0.00021373378764824824,0.54275720000000005,0.0373811,0.50261670000000003,0.0117825,0.036951699999999997,0.0115405,0.025411,46.51782979999998,
98,77,rejected,0,6.6174449004242214e-06,6.9232760446048946e-07,6.9232760446048946e-07,7.069960441527334e-07,7.069960441527334e-07,0.00086353578352070157,0.56305649999999996,0.037927200000000001,0.52184280000000005,0.013028100000000001,0.011428000000000001,0.011428000000000001,0,47.105342399999977,
