iteration,accepted_updates,status,linearization_refreshed,mean_objective_gradient_norm,lambda,objective_loss,train_mse_normalized,validation_mse_normalized,best_validation_mse_normalized,normal_seconds,jacobian_seconds,normal_matrix_seconds,solve_seconds,candidate_seconds,candidate_train_seconds,candidate_validation_seconds,checkpoint,best_checkpoint
11,7,accepted,1,8.28851e-06,3.89559e-09,6.42401e-11,6.2801e-11,1.30529e-10,1.30529e-10,1.75029,0.117468,1.63083,0.0117533,0.070551,0.0486645,0.0218865,,best_validation_checkpoint_1.bin
12,8,accepted,1,5.15573e-06,1.94779e-09,6.38742e-11,6.25008e-11,1.29553e-10,1.29553e-10,1.82924,0.116131,1.71111,0.0125378,0.0668143,0.0452638,0.0215504,,best_validation_checkpoint_0.bin
13,9,accepted,1,9.71183e-06,9.73896e-10,6.37445e-11,6.2531e-11,1.28571e-10,1.28571e-10,1.78578,0.107971,1.67597,0.0115896,0.0664778,0.0446517,0.021826,,best_validation_checkpoint_1.bin
14,9,rejected,1,2.1334e-05,9.73896e-09,6.37445e-11,6.2531e-11,1.28571e-10,1.28571e-10,1.88475,0.111111,1.77173,0.0119483,0.0228117,0.0228114,0,,
15,10,accepted,0,2.1334e-05,4.86948e-09,6.3122e-11,6.14621e-11,1.27311e-10,1.27311e-10,0,0,0,0.0115485,0.0685213,0.0466967,0.0218244,,best_validation_checkpoint_0.bin
16,11,accepted,1,5.30595e-06,2.43474e-09,6.29449e-11,6.14728e-11,1.26977e-10,1.26977e-10,1.87547,0.108766,1.76489,0.0120599,0.0668692,0.0450305,0.0218385,,best_validation_checkpoint_1.bin
17,12,accepted,1,3.36514e-06,1.21737e-09,6.27376e-11,6.13271e-11,1.26252e-10,1.26252e-10,1.87241,0.107529,1.7629,0.0133126,0.0700852,0.0466865,0.0233987,,best_validation_checkpoint_0.bin
18,12,rejected,1,7.45329e-06,1.21737e-08,6.27376e-11,6.13271e-11,1.26252e-10,1.26252e-10,1.92563,0.112528,1.81106,0.0121271,0.0233498,0.0233496,0,,
19,13,accepted,0,7.45329e-06,6.08685e-09,6.2606e-11,6.1042e-11,1.25856e-10,1.25856e-10,0,0,0,0.0124104,0.067795,0.0451469,0.0226481,,best_validation_checkpoint_1.bin
20,14,accepted,1,1.29918e-06,3.04343e-09,6.25119e-11,6.10032e-11,1.25606e-10,1.25606e-10,1.91611,0.109409,1.80445,0.0121608,0.074749,0.052734,0.0220148,,best_validation_checkpoint_0.bin
21,15,accepted,1,1.34283e-06,1.52171e-09,6.23621e-11,6.08902e-11,1.25116e-10,1.25116e-10,1.91507,0.107347,1.80575,0.0120022,0.0736263,0.0490427,0.0245834,,best_validation_checkpoint_1.bin
22,16,accepted,1,3.56768e-06,7.60857e-10,6.22732e-11,6.09291e-11,1.24515e-10,1.24515e-10,1.93613,0.110291,1.82383,0.0122589,0.0664949,0.0447098,0.0217849,,best_validation_checkpoint_0.bin
23,16,rejected,1,1.14498e-05,7.60857e-09,6.22732e-11,6.09291e-11,1.24515e-10,1.24515e-10,1.92151,0.106836,1.81267,0.011839,0.0229432,0.0229429,0,,
24,17,accepted,0,1.14498e-05,3.80428e-09,6.20239e-11,6.04389e-11,1.23904e-10,1.23904e-10,0,0,0,0.0113828,0.0681852,0.0459091,0.0222761,,best_validation_checkpoint_1.bin
25,18,accepted,1,2.19585e-06,1.90214e-09,6.19304e-11,6.04386e-11,1.23694e-10,1.23694e-10,1.82708,0.10915,1.7159,0.0115973,0.0672034,0.045043,0.0221603,,best_validation_checkpoint_0.bin
26,19,accepted,1,2.21673e-06,9.51071e-10,6.18085e-11,6.03827e-11,1.23276e-10,1.23276e-10,1.91354,0.107414,1.8043,0.012349,0.0665456,0.0448159,0.0217295,,best_validation_checkpoint_1.bin
27,19,rejected,1,6.13614e-06,9.51071e-09,6.18085e-11,6.03827e-11,1.23276e-10,1.23276e-10,1.86309,0.10916,1.752,0.0119405,0.0309098,0.0309095,0,,
28,20,accepted,0,6.13614e-06,4.75535e-09,6.17296e-11,6.01723e-11,1.22985e-10,1.22985e-10,0,0,0,0.0131568,0.0707659,0.0483836,0.0223822,,best_validation_checkpoint_0.bin
29,21,accepted,1,1.05548e-06,2.37768e-09,6.16702e-11,6.01596e-11,1.22841e-10,1.22841e-10,1.90655,0.109065,1.79471,0.0120725,0.070485,0.0487459,0.0217391,,best_validation_checkpoint_1.bin
30,22,accepted,1,1.15442e-06,1.18884e-09,6.15731e-11,6.00996e-11,1.22529e-10,1.22529e-10,1.89949,0.110146,1.78743,0.0126738,0.0787055,0.0518473,0.0268581,,best_validation_checkpoint_0.bin
31,23,accepted,1,3.26593e-06,5.94419e-10,6.15242e-11,6.01793e-11,1.22171e-10,1.22171e-10,1.95552,0.112009,1.84103,0.0153712,0.0696575,0.0475472,0.0221102,,best_validation_checkpoint_1.bin
32,23,rejected,1,1.09595e-05,5.94419e-09,6.15242e-11,6.01793e-11,1.22171e-10,1.22171e-10,1.97019,0.113135,1.85512,0.0128145,0.0248994,0.0248992,0,,
33,24,accepted,0,1.09595e-05,2.9721e-09,6.13387e-11,5.97561e-11,1.21657e-10,1.21657e-10,0,0,0,0.0135949,0.0723285,0.0504006,0.0219279,,best_validation_checkpoint_0.bin
34,25,accepted,1,2.22302e-06,1.48605e-09,6.12727e-11,5.97817e-11,1.2152e-10,1.2152e-10,1.9798,0.111911,1.86607,0.0117476,0.066913,0.0452263,0.0216866,,best_validation_checkpoint_1.bin
35,26,accepted,1,2.07508e-06,7.43024e-10,6.11861e-11,5.97533e-11,1.21206e-10,1.21206e-10,1.90105,0.107507,1.79165,0.0115197,0.0689025,0.0470518,0.0218505,,best_validation_checkpoint_0.bin
36,27,accepted,1,5.49037e-06,3.71512e-10,6.11568e-11,6.00647e-11,1.21048e-10,1.21048e-10,1.9634,0.114012,1.84741,0.0122493,0.0759891,0.0527829,0.0232062,,best_validation_checkpoint_1.bin
37,27,rejected,1,1.69552e-05,3.71512e-09,6.11568e-11,6.00647e-11,1.21048e-10,1.21048e-10,1.94699,0.112839,1.83171,0.0126522,0.0244638,0.0244635,0,,
38,28,accepted,0,1.69552e-05,1.85756e-09,6.07394e-11,5.92948e-11,1.20099e-10,1.20099e-10,0,0,0,0.0117807,0.0693885,0.0471876,0.0222008,,best_validation_checkpoint_0.bin
39,29,accepted,1,4.27112e-06,9.2878e-10,6.06614e-11,5.93828e-11,1.19951e-10,1.19951e-10,1.82324,0.108291,1.71304,0.0113339,0.0672891,0.0455914,0.0216976,,best_validation_checkpoint_1.bin
40,30,accepted,1,3.48885e-06,4.6439e-10,6.06006e-11,5.93941e-11,1.19631e-10,1.19631e-10,1.88386,0.110525,1.76996,0.0134251,0.0677197,0.0458552,0.0218643,,best_validation_checkpoint_0.bin
41,30,rejected,1,7.781e-06,4.6439e-09,6.06006e-11,5.93941e-11,1.19631e-10,1.19631e-10,1.81559,0.10871,1.70475,0.0123447,0.0250442,0.0250439,0,,
42,31,accepted,0,7.781e-06,2.32195e-09,6.04921e-11,5.91181e-11,1.19276e-10,1.19276e-10,0,0,0,0.0105895,0.067772,0.045792,0.02198,,best_validation_checkpoint_1.bin
43,32,accepted,1,1.44144e-06,1.16098e-09,6.04446e-11,5.91351e-11,1.19178e-10,1.19178e-10,1.85088,0.108028,1.7409,0.0115089,0.0665613,0.0445908,0.0219704,,best_validation_checkpoint_0.bin
44,33,accepted,1,1.55916e-06,5.80488e-10,6.03762e-11,5.91157e-11,1.18952e-10,1.18952e-10,1.81548,0.108797,1.70458,0.0117382,0.065643,0.0448215,0.0208214,,best_validation_checkpoint_1.bin
45,33,rejected,1,4.29704e-06,5.80488e-09,6.03762e-11,5.91157e-11,1.18952e-10,1.18952e-10,1.83756,0.110029,1.72519,0.015923,0.0258845,0.0258842,0,,
46,34,accepted,0,4.29704e-06,2.90244e-09,6.03368e-11,5.89828e-11,1.18774e-10,1.18774e-10,0,0,0,0.0132276,0.0679811,0.0453561,0.0226248,,best_validation_checkpoint_0.bin
47,35,accepted,1,7.42043e-07,1.45122e-09,6.03039e-11,5.89841e-11,1.18694e-10,1.18694e-10,1.84564,0.111421,1.73234,0.0118703,0.0673643,0.0446368,0.0227273,,best_validation_checkpoint_1.bin
48,36,accepted,1,8.6139e-07,7.25609e-10,6.02478e-11,5.89572e-11,1.18508e-10,1.18508e-10,1.80639,0.107747,1.69676,0.0120816,0.0668986,0.0450936,0.0218049,,best_validation_checkpoint_0.bin
49,37,accepted,1,2.46005e-06,3.62805e-10,6.02137e-11,5.9033e-11,1.1832e-10,1.1832e-10,1.78705,0.10826,1.67696,0.0125879,0.0692285,0.0451014,0.0241271,,best_validation_checkpoint_1.bin
50,37,rejected,1,8.80114e-06,3.62805e-09,6.02137e-11,5.9033e-11,1.1832e-10,1.1832e-10,1.79006,0.107782,1.68012,0.0115735,0.0227428,0.0227427,0,,
51,38,accepted,0,8.80114e-06,1.81402e-09,6.01092e-11,5.87346e-11,1.17944e-10,1.17944e-10,0,0,0,0.0111061,0.0668396,0.044514,0.0223255,,best_validation_checkpoint_0.bin
52,39,accepted,1,1.83618e-06,9.07012e-10,6.00685e-11,5.87724e-11,1.17881e-10,1.17881e-10,1.7737,0.109172,1.66239,0.0117243,0.0696191,0.0476277,0.0219912,,best_validation_checkpoint_1.bin
53,40,accepted,1,1.85851e-06,4.53506e-10,6.00135e-11,5.87684e-11,1.17689e-10,1.17689e-10,1.84329,0.109044,1.7323,0.0124193,0.0727766,0.0506547,0.0221217,,best_validation_checkpoint_0.bin
54,40,rejected,1,4.78769e-06,4.53506e-09,6.00135e-11,5.87684e-11,1.17689e-10,1.17689e-10,1.81342,0.108416,1.70278,0.0125954,0.0228924,0.0228921,0,,
55,41,accepted,0,4.78769e-06,2.26753e-09,5.99747e-11,5.8625e-11,1.17493e-10,1.17493e-10,0,0,0,0.012664,0.0678386,0.04593,0.0219086,,best_validation_checkpoint_1.bin
56,42,accepted,1,8.4755e-07,1.13376e-09,5.99462e-11,5.86358e-11,1.17432e-10,1.17432e-10,1.82575,0.110577,1.71323,0.0108249,0.0668321,0.0450254,0.0218065,,best_validation_checkpoint_0.bin
57,43,accepted,1,1.01392e-06,5.66882e-10,5.98983e-11,5.86179e-11,1.17277e-10,1.17277e-10,1.74035,0.10751,1.63099,0.0114478,0.067145,0.0451209,0.022024,,best_validation_checkpoint_1.bin
58,44,accepted,1,2.68807e-06,2.83441e-10,5.98965e-11,5.87436e-11,1.17153e-10,1.17153e-10,1.81822,0.112017,1.70432,0.0117513,0.0666172,0.0450473,0.0215697,,best_validation_checkpoint_0.bin
59,44,rejected,1,1.01264e-05,2.83441e-09,5.98965e-11,5.87436e-11,1.17153e-10,1.17153e-10,1.76693,0.110459,1.65442,0.0110609,0.0227873,0.022787,0,,
60,45,accepted,0,1.01264e-05,1.41721e-09,5.97748e-11,5.83956e-11,1.16726e-10,1.16726e-10,0,0,0,0.0114291,0.0685559,0.0464241,0.0221317,,best_validation_checkpoint_1.bin
61,46,accepted,1,2.25949e-06,7.08603e-10,5.97381e-11,5.84533e-11,1.16684e-10,1.16684e-10,1.75668,0.107904,1.64685,0.0122802,0.066673,0.0445771,0.0220959,,best_validation_checkpoint_0.bin
62,47,accepted,1,2.17707e-06,3.54301e-10,5.96973e-11,5.84701e-11,1.16518e-10,1.16518e-10,1.80451,0.108782,1.69369,0.0110758,0.0664759,0.0446195,0.0218564,,best_validation_checkpoint_1.bin
63,47,rejected,1,5.51491e-06,3.54301e-09,5.96973e-11,5.84701e-11,1.16518e-10,1.16518e-10,1.73365,0.108385,1.62344,0.0110982,0.0226866,0.0226863,0,,
64,48,accepted,0,5.51491e-06,1.77151e-09,5.96521e-11,5.8302e-11,1.16297e-10,1.16297e-10,0,0,0,0.0118597,0.0680616,0.0461764,0.0218851,,best_validation_checkpoint_0.bin
65,49,accepted,1,1.05637e-06,8.85754e-10,5.96262e-11,5.83243e-11,1.16246e-10,1.16246e-10,1.75939,0.108785,1.64881,0.0111165,0.0660917,0.0447004,0.0213912,,best_validation_checkpoint_1.bin
66,50,accepted,1,1.21716e-06,4.42877e-10,5.95859e-11,5.83208e-11,1.16103e-10,1.16103e-10,1.83281,0.107344,1.72348,0.0116475,0.0666878,0.0448738,0.0218138,,best_validation_checkpoint_0.bin
67,50,rejected,1,3.26235e-06,4.42877e-09,5.95859e-11,5.83208e-11,1.16103e-10,1.16103e-10,1.77184,0.109254,1.66078,0.0118056,0.0251916,0.0251914,0,,
68,51,accepted,0,3.26235e-06,2.21438e-09,5.9565e-11,5.82267e-11,1.15973e-10,1.15973e-10,0,0,0,0.0119542,0.0686468,0.0471193,0.0215275,,best_validation_checkpoint_1.bin
69,52,accepted,1,5.90289e-07,1.10719e-09,5.95458e-11,5.82351e-11,1.15925e-10,1.15925e-10,1.73774,0.109927,1.62597,0.0113744,0.0670616,0.0452622,0.0217993,,best_validation_checkpoint_0.bin
70,53,accepted,1,7.13126e-07,5.53596e-10,5.9512e-11,5.82244e-11,1.15808e-10,1.15808e-10,1.74095,0.108018,1.63076,0.0118885,0.0687625,0.0468068,0.0219557,,best_validation_checkpoint_1.bin
71,54,accepted,1,1.97111e-06,2.76798e-10,5.94944e-11,5.8304e-11,1.15691e-10,1.15691e-10,1.7628,0.106766,1.65413,0.0111672,0.0666335,0.0447288,0.0219046,,best_validation_checkpoint_0.bin
72,54,rejected,1,7.41228e-06,2.76798e-09,5.94944e-11,5.8304e-11,1.15691e-10,1.15691e-10,1.78922,0.107322,1.67991,0.0110244,0.0227651,0.0227649,0,,
73,55,accepted,0,7.41228e-06,1.38399e-09,5.94256e-11,5.80669e-11,1.15395e-10,1.15395e-10,0,0,0,0.0106969,0.0668285,0.0450527,0.0217757,,best_validation_checkpoint_1.bin
74,56,accepted,1,1.54673e-06,6.91995e-10,5.93995e-11,5.8109e-11,1.15357e-10,1.15357e-10,1.7308,0.108683,1.62012,0.0104875,0.0666466,0.0449205,0.0217261,,best_validation_checkpoint_0.bin
75,57,accepted,1,1.65568e-06,3.45998e-10,5.93652e-11,5.8121e-11,1.1522e-10,1.1522e-10,1.68217,0.107711,1.57248,0.0111097,0.0668067,0.0448203,0.0219863,,best_validation_checkpoint_1.bin
76,57,rejected,1,4.25181e-06,3.45998e-09,5.93652e-11,5.8121e-11,1.1522e-10,1.1522e-10,1.75438,0.107594,1.64459,0.0108275,0.0226282,0.022628,0,,
77,58,accepted,0,4.25181e-06,1.72999e-09,5.93368e-11,5.79963e-11,1.15055e-10,1.15055e-10,0,0,0,0.0117938,0.0658414,0.0440532,0.021788,,best_validation_checkpoint_0.bin
78,59,accepted,1,7.90219e-07,8.64995e-10,5.93175e-11,5.8014e-11,1.15012e-10,1.15012e-10,1.79745,0.147363,1.63793,0.0378193,0.0668319,0.0448204,0.0220113,,best_validation_checkpoint_1.bin
79,60,accepted,1,9.49492e-07,4.32497e-10,5.92855e-11,5.80118e-11,1.14895e-10,1.14895e-10,1.85275,0.122124,1.72873,0.0110272,0.0673681,0.0452526,0.0221153,,best_validation_checkpoint_0.bin
80,60,rejected,1,2.5664e-06,4.32498e-09,5.92855e-11,5.80118e-11,1.14895e-10,1.14895e-10,2.1733,0.118114,2.05318,0.010343,0.0227632,0.0227632,0,,
81,61,accepted,0,2.5664e-06,2.16249e-09,5.92715e-11,5.79392e-11,1.14794e-10,1.14794e-10,0,0,0,0.0115083,0.0665222,0.0458515,0.0206706,,best_validation_checkpoint_1.bin
82,62,accepted,1,4.56706e-07,1.08124e-09,5.92568e-11,5.79466e-11,1.14755e-10,1.14755e-10,2.06294,0.116173,1.94485,0.0114229,0.067083,0.0450939,0.021989,,best_validation_checkpoint_0.bin
83,63,accepted,1,5.71344e-07,5.40622e-10,5.92302e-11,5.79391e-11,1.14658e-10,1.14658e-10,2.05814,0.121317,1.9344,0.0137385,0.0681158,0.0457213,0.0223944,,best_validation_checkpoint_1.bin
84,64,accepted,1,1.59302e-06,2.70311e-10,5.92084e-11,5.79997e-11,1.14551e-10,1.14551e-10,1.91179,0.125306,1.78422,0.011859,0.0682604,0.0456478,0.0226126,,best_validation_checkpoint_0.bin
85,64,rejected,1,6.08812e-06,2.70311e-09,5.92084e-11,5.79997e-11,1.14551e-10,1.14551e-10,1.98367,0.120488,1.86127,0.0110901,0.0228911,0.0228908,0,,
86,65,accepted,0,6.08812e-06,1.35155e-09,5.91631e-11,5.78145e-11,1.14319e-10,1.14319e-10,0,0,0,0.0108878,0.0670997,0.0449842,0.0221154,,best_validation_checkpoint_1.bin
87,66,accepted,1,1.21601e-06,6.75777e-10,5.91424e-11,5.78487e-11,1.14284e-10,1.14284e-10,2.00458,0.116133,1.88647,0.0109429,0.0644323,0.0421638,0.0222684,,best_validation_checkpoint_0.bin
88,67,accepted,1,1.35329e-06,3.37889e-10,5.91124e-11,5.78597e-11,1.14167e-10,1.14167e-10,2.018,0.107409,1.90875,0.0114234,0.0647614,0.044844,0.0199174,,best_validation_checkpoint_1.bin
89,67,rejected,1,3.58854e-06,3.37889e-09,5.91124e-11,5.78597e-11,1.14167e-10,1.14167e-10,1.9418,0.11174,1.82822,0.0117859,0.0231152,0.023115,0,,
90,68,accepted,0,3.58854e-06,1.68944e-09,5.90926e-11,5.77575e-11,1.14032e-10,1.14032e-10,0,0,0,0.011376,0.0674484,0.0454778,0.0219704,,best_validation_checkpoint_0.bin
91,69,accepted,1,6.51027e-07,8.44722e-10,5.90769e-11,5.7773e-11,1.13995e-10,1.13995e-10,2.01056,0.109526,1.89923,0.0107199,0.068442,0.04509,0.0233519,,best_validation_checkpoint_1.bin
92,70,accepted,1,7.99169e-07,4.22361e-10,5.905e-11,5.77721e-11,1.13895e-10,1.13895e-10,2.04449,0.110895,1.93177,0.0104464,0.0667728,0.0448896,0.0218832,,best_validation_checkpoint_0.bin
93,71,accepted,1,2.18881e-06,2.1118e-10,5.90498e-11,5.7883e-11,1.13821e-10,1.13821e-10,2.09009,0.105267,1.98304,0.0117456,0.0677465,0.0456879,0.0220586,,best_validation_checkpoint_1.bin
94,71,rejected,1,8.37796e-06,2.1118e-09,5.90498e-11,5.7883e-11,1.13821e-10,1.13821e-10,2.01058,0.105075,1.90371,0.0117059,0.0231988,0.0231988,0,,
95,72,accepted,0,8.37796e-06,1.0559e-09,5.89776e-11,5.76177e-11,1.135e-10,1.135e-10,0,0,0,0.0104599,0.0667095,0.044969,0.0217404,,best_validation_checkpoint_0.bin
96,73,accepted,1,1.77046e-06,5.27951e-10,5.89557e-11,5.76755e-11,1.13482e-10,1.13482e-10,2.13508,0.103851,2.02795,0.0128436,0.0674275,0.0451817,0.0222457,,best_validation_checkpoint_1.bin
97,74,accepted,1,1.94659e-06,2.63976e-10,5.89305e-11,5.77038e-11,1.1337e-10,1.1337e-10,2.04666,0.103968,1.94087,0.0120385,0.0674055,0.0451048,0.0223006,,best_validation_checkpoint_0.bin
98,74,rejected,1,4.90532e-06,2.63976e-09,5.89305e-11,5.77038e-11,1.1337e-10,1.1337e-10,2.04869,0.104555,1.94226,0.0119275,0.0231406,0.0231404,0,,
99,75,accepted,0,4.90532e-06,1.31988e-09,5.89018e-11,5.75622e-11,1.13189e-10,1.13189e-10,0,0,0,0.0114056,0.0665967,0.0446107,0.021986,,best_validation_checkpoint_1.bin
100,76,accepted,1,9.15546e-07,6.59939e-10,5.88852e-11,5.75894e-11,1.13158e-10,1.13158e-10,2.10044,0.102045,1.99624,0.0135904,0.0673212,0.045296,0.0220251,,best_validation_checkpoint_0.bin
101,77,accepted,1,1.1197e-06,3.29969e-10,5.88591e-11,5.75986e-11,1.13058e-10,1.13058e-10,2.07553,0.103319,1.97038,0.0121897,0.0681025,0.0463633,0.0217391,,best_validation_checkpoint_1.bin
102,77,rejected,1,3.01995e-06,3.29969e-09,5.88591e-11,5.75986e-11,1.13058e-10,1.13058e-10,2.07198,0.103181,1.96703,0.0101843,0.0228946,0.0228945,0,,
103,78,accepted,0,3.01995e-06,1.64985e-09,5.88453e-11,5.75151e-11,1.12947e-10,1.12947e-10,0,0,0,0.0105498,0.0672706,0.0451435,0.022127,,best_validation_checkpoint_0.bin
104,79,accepted,1,5.34845e-07,8.24924e-10,5.88326e-11,5.75283e-11,1.12914e-10,1.12914e-10,2.05407,0.104377,1.94787,0.0104746,0.0669897,0.0450567,0.021933,,best_validation_checkpoint_1.bin
105,80,accepted,1,6.72543e-07,4.12462e-10,5.881e-11,5.75284e-11,1.12829e-10,1.12829e-10,2.06558,0.104603,1.95917,0.0110898,0.0665899,0.0449964,0.0215934,,best_validation_checkpoint_0.bin
106,81,accepted,1,1.87043e-06,2.06231e-10,5.87995e-11,5.76159e-11,1.12755e-10,1.12755e-10,2.04008,0.104012,1.93437,0.0108912,0.0695095,0.0468152,0.0226942,,best_validation_checkpoint_1.bin
107,81,rejected,1,7.22155e-06,2.06231e-09,5.87995e-11,5.76159e-11,1.12755e-10,1.12755e-10,2.04617,0.103552,1.93985,0.0125579,0.0231617,0.0231615,0,,
108,82,accepted,0,7.22155e-06,1.03115e-09,5.87509e-11,5.74e-11,1.12493e-10,1.12493e-10,0,0,0,0.0111735,0.0676868,0.0453408,0.0223458,,best_validation_checkpoint_0.bin
109,83,accepted,1,1.46265e-06,5.15577e-10,5.87326e-11,5.74488e-11,1.12475e-10,1.12475e-10,2.04424,0.102499,1.93963,0.0105672,0.0669786,0.0449325,0.0220461,,best_validation_checkpoint_1.bin
110,84,accepted,1,1.66116e-06,2.57789e-10,5.87085e-11,5.74724e-11,1.12376e-10,1.12376e-10,2.06432,0.10321,1.95917,0.0108861,0.0673161,0.0452421,0.0220738,,best_validation_checkpoint_0.bin
111,84,rejected,1,4.26551e-06,2.57789e-09,5.87085e-11,5.74724e-11,1.12376e-10,1.12376e-10,2.01645,0.105347,1.90932,0.0114305,0.023068,0.0230679,0,,
112,85,accepted,0,4.26551e-06,1.28894e-09,5.86879e-11,5.73532e-11,1.12225e-10,1.12225e-10,0,0,0,0.0117729,0.0657345,0.0440952,0.0216392,,best_validation_checkpoint_1.bin
113,86,accepted,1,7.76583e-07,6.44471e-10,5.86739e-11,5.73769e-11,1.12196e-10,1.12196e-10,1.96297,0.104014,1.85703,0.0114686,0.0669232,0.044854,0.0220691,,best_validation_checkpoint_0.bin
114,87,accepted,1,9.7049e-07,3.22236e-10,5.86508e-11,5.73851e-11,1.12109e-10,1.12109e-10,2.05064,0.103491,1.94528,0.0101924,0.0675896,0.0454217,0.0221677,,best_validation_checkpoint_1.bin
115,87,rejected,1,2.64342e-06,3.22236e-09,5.86508e-11,5.73851e-11,1.12109e-10,1.12109e-10,2.02153,0.105246,1.91445,0.0108705,0.0227942,0.0227941,0,,
116,88,accepted,0,2.64342e-06,1.61118e-09,5.86403e-11,5.73134e-11,1.12013e-10,1.12013e-10,0,0,0,0.0105368,0.0642353,0.0446509,0.0195843,,best_validation_checkpoint_0.bin
117,89,accepted,1,4.5953e-07,8.05589e-10,5.86295e-11,5.73252e-11,1.11984e-10,1.11984e-10,2.02304,0.106778,1.91446,0.0107906,0.0670825,0.0450226,0.0220598,,best_validation_checkpoint_1.bin
118,90,accepted,1,5.88629e-07,4.02795e-10,5.86098e-11,5.73256e-11,1.1191e-10,1.1191e-10,1.96735,0.104622,1.86067,0.0112442,0.0673979,0.0452869,0.022111,,best_validation_checkpoint_0.bin
119,91,accepted,1,1.64567e-06,2.01397e-10,5.85955e-11,5.73992e-11,1.11841e-10,1.11841e-10,2.08257,0.103468,1.9772,0.0121803,0.0671393,0.044999,0.0221402,,best_validation_checkpoint_1.bin
120,91,rejected,1,6.39881e-06,2.01397e-09,5.85955e-11,5.73992e-11,1.11841e-10,1.11841e-10,2.10435,0.103005,1.99956,0.011614,0.0227677,0.0227675,0,,
121,92,accepted,0,6.39881e-06,1.00699e-09,5.85594e-11,5.72145e-11,1.11618e-10,1.11618e-10,0,0,0,0.0108806,0.0673435,0.0448722,0.0224711,,best_validation_checkpoint_0.bin
122,93,accepted,1,1.26247e-06,5.03493e-10,5.85435e-11,5.7257e-11,1.11599e-10,1.11599e-10,1.99444,0.105725,1.88692,0.0111654,0.0669943,0.0451326,0.0218615,,best_validation_checkpoint_1.bin
123,94,accepted,1,1.44829e-06,2.51747e-10,5.8521e-11,5.72779e-11,1.11511e-10,1.11511e-10,2.05737,0.10715,1.94839,0.0106606,0.067741,0.045549,0.022192,,best_validation_checkpoint_0.bin
124,94,rejected,1,3.80861e-06,2.51747e-09,5.8521e-11,5.72779e-11,1.11511e-10,1.11511e-10,2.06173,0.113853,1.94542,0.012855,0.0261238,0.0261235,0,,
125,95,accepted,0,3.80861e-06,1.25873e-09,5.85049e-11,5.71738e-11,1.11379e-10,1.11379e-10,0,0,0,0.0130524,0.0729132,0.0499698,0.0229432,,best_validation_checkpoint_1.bin
126,96,accepted,1,6.84323e-07,6.29367e-10,5.84927e-11,5.71952e-11,1.11353e-10,1.11353e-10,2.36117,0.143029,2.21573,0.0128827,0.0783816,0.0550793,0.0233023,,best_validation_checkpoint_0.bin
127,97,accepted,1,8.71554e-07,3.14683e-10,5.84718e-11,5.72018e-11,1.11274e-10,1.11274e-10,2.23246,0.112992,2.11719,0.0148955,0.0784989,0.0506038,0.0278949,,best_validation_checkpoint_1.bin
128,97,rejected,1,2.34187e-06,3.14683e-09,5.84718e-11,5.72018e-11,1.11274e-10,1.11274e-10,2.04431,0.115419,1.92674,0.012785,0.0240228,0.0240225,0,,
