iteration,accepted_updates,status,validation_failures,lambda,objective_loss,train_mse_normalized,validation_mse_normalized,best_validation_mse_normalized,mean_objective_gradient_norm,normal_seconds,jacobian_seconds,normal_matrix_seconds,solve_seconds,candidate_seconds,candidate_train_seconds,candidate_validation_seconds,cumulative_phase_seconds,checkpoint
1,1,accepted,0,0.00050000000000000001,0.081649028689409472,0.08111701086109048,0.080975081373147309,0.080975081373147309,17.687826163153701,1.1501783999999999,0.1083051,1.0382899999999999,0.020744800000000001,0.047289900000000003,0.0231367,0.024153000000000001,1.2182130999999998,
2,2,accepted,0,0.00025000000000000001,0.006234484525963444,0.0061837430121001414,0.0062091668568383549,0.0062091668568383549,1.1589016675095332,1.1030323,0.086904099999999998,1.0120997,0.0140959,0.044984000000000003,0.023348600000000001,0.0216353,2.3803253,milestone_0.bin
3,3,accepted,0,0.000125,0.00077086019025278732,0.00076672029179529336,0.00078569576862799859,0.00078569576862799859,0.41498583496217895,1.2042187,0.084696199999999999,1.1161132999999999,0.0133402,0.048502999999999998,0.0256254,0.022877600000000001,3.6463871999999999,milestone_1.bin
4,4,accepted,0,6.2500000000000001e-05,0.00026546170846844524,0.00026427939331377458,0.00026479405197599485,0.00026479405197599485,0.080441689894024143,1.1405696999999999,0.080037399999999995,1.0571834999999998,0.0127738,0.051271400000000002,0.026443700000000001,0.024827599999999998,4.8510020999999997,
5,5,accepted,0,3.1250000000000001e-05,0.00015740878321552363,0.00015645788945672909,0.00015816584487422721,0.00015816584487422721,0.048046155501279234,1.1068567,0.081486699999999995,1.022354,0.0115309,0.050326900000000001,0.0259134,0.024413299999999999,6.0197165999999998,
6,5,rejected,0,0.00031250000000000001,0.00015740878321552363,0.00015645788945672909,0.00015816584487422721,0.00015816584487422721,0.062140192143666798,1.1173317,0.081953700000000004,1.0322191000000001,0.0110946,0.014468399999999999,0.014468399999999999,0,7.1626113,
7,6,accepted,0,0.00015625,6.8111314958439414e-05,6.7834265634059889e-05,6.7931621087850418e-05,6.7931621087850418e-05,0.062140192143666798,0,0,0,0.012684600000000001,0.047626799999999997,0.024214900000000001,0.023411899999999999,7.2229226999999998,milestone_2.bin
8,7,accepted,0,7.8125000000000002e-05,5.9709371437213114e-05,5.9477267798961493e-05,5.9602148578666172e-05,5.9602148578666172e-05,0.0018009975192589463,1.0658384999999999,0.077714399999999989,0.9845429,0.0128466,0.052351000000000002,0.028850199999999999,0.0235006,8.3539587999999991,
9,8,accepted,0,3.9062500000000001e-05,5.1479377005153007e-05,5.1290353859654678e-05,5.1277106848323975e-05,5.1277106848323975e-05,0.010288055400356978,1.0281585,0.076501900000000012,0.94746350000000001,0.0117381,0.051494499999999999,0.0269006,0.0245936,9.4453499000000001,
10,9,accepted,0,1.953125e-05,4.8676219473186918e-05,4.8514279291076889e-05,4.8134599301378343e-05,4.8134599301378343e-05,0.014656959753070168,1.0957025,0.064783199999999999,1.027857,0.0115289,0.051211,0.028146999999999998,0.023063799999999999,10.6037923,
11,10,accepted,0,9.7656250000000002e-06,4.85417015821416e-05,4.8398661127779421e-05,4.8068719955019377e-05,4.8068719955019377e-05,0.012463651297891138,1.0900894000000001,0.071447300000000005,1.0150802000000001,0.011441,0.052390600000000002,0.029548000000000001,0.022842399999999999,11.757713300000001,
12,11,accepted,0,4.8828125000000001e-06,4.339767854686257e-05,4.3225645096960991e-05,4.3316139860545898e-05,4.3316139860545898e-05,0.010860673191442334,1.0759021,0.066400500000000001,1.0065047,0.011950300000000001,0.052379500000000002,0.026883000000000001,0.025495899999999998,12.897945200000001,
13,12,accepted,0,2.4414062500000001e-06,4.0788330368699136e-05,4.0674947683015691e-05,4.0543772004803991e-05,4.0543772004803991e-05,0.017081846329065647,1.1078672000000001,0.070396899999999998,1.0340354,0.014936400000000001,0.048093999999999998,0.023900000000000001,0.024193699999999999,14.068842800000001,
14,13,accepted,0,1.220703125e-06,3.0966923297999811e-05,3.0811871422497957e-05,3.1077605505053623e-05,3.1077605505053623e-05,0.01964674922779561,1.0771462000000001,0.066131700000000002,1.0073357000000001,0.012097999999999999,0.0506051,0.025685800000000002,0.024919,15.2086921,
15,13,rejected,0,1.2207031250000001e-05,3.0966923297999811e-05,3.0811871422497957e-05,3.1077605505053623e-05,3.1077605505053623e-05,0.016588409054589828,1.0974934000000001,0.068709499999999993,1.0258886,0.012253399999999999,0.012906300000000001,0.0129062,0,16.331345200000001,
16,14,accepted,0,6.1035156250000003e-06,8.4395925574574457e-06,8.4223971022882164e-06,8.4741213477293017e-06,8.4741213477293017e-06,0.016588409054589828,0,0,0,0.013362000000000001,0.050663600000000003,0.027732400000000001,0.022931099999999999,16.395370800000002,milestone_3.bin
17,14,rejected,0,6.103515625e-05,8.4395925574574457e-06,8.4223971022882164e-06,8.4741213477293017e-06,8.4741213477293017e-06,0.0043878927951424423,1.0596588,0.066476099999999996,0.98994610000000005,0.012398599999999999,0.015912599999999999,0.0159125,0,17.483340800000001,
18,15,accepted,0,3.0517578125e-05,7.3527879172041276e-06,7.3366411487623745e-06,7.3871684636342327e-06,7.3871684636342327e-06,0.0043878927951424423,0,0,0,0.0127574,0.047184900000000002,0.023173699999999998,0.024011000000000001,17.5432831,
