case,model,producer,time,reference,prediction
Norne,residual_125k,FIELD_TOTAL,700000.0,0.6430607443634749,0.6433530352584009
Norne,residual_125k,FIELD_TOTAL,800000.0,0.6942627055934374,0.6956381994334477
Norne,residual_125k,FIELD_TOTAL,900000.0,0.7392009538864748,0.7410151748496857
Norne,residual_125k,FIELD_TOTAL,1000000.0,0.7773052821669986,0.7769511309283809
Norne,residual_continued_best,P1_K1_3,0.0,0.0,0.0
Norne,residual_continued_best,P1_K1_3,100000.0,0.0,8.183001502225602e-10
Norne,residual_continued_best,P1_K1_3,200000.0,7.557615270158113e-12,2.8348610466369804e-09
Norne,residual_continued_best,P1_K1_3,300000.0,0.040800238999415026,0.039021553800916334
Norne,residual_continued_best,P1_K1_3,400000.0,0.18936373654587582,0.18393126399251747
Norne,residual_continued_best,P1_K1_3,500000.0,0.3516796697761458,0.34400191364875726
Norne,residual_continued_best,P1_K1_3,600000.0,0.4770768225665313,0.46780290047076417
Norne,residual_continued_best,P1_K1_3,700000.0,0.5740265832882228,0.5627971253019773
Norne,residual_continued_best,P1_K1_3,800000.0,0.6579256404624236,0.6439736393262444
Norne,residual_continued_best,P1_K1_3,900000.0,0.7383424954338137,0.7273488464903235
Norne,residual_continued_best,P1_K1_3,1000000.0,0.80213099956614,0.801323658669606
Norne,residual_continued_best,P1_K5_22,0.0,0.0,0.0
Norne,residual_continued_best,P1_K5_22,100000.0,0.0,9.552638539458147e-10
Norne,residual_continued_best,P1_K5_22,200000.0,0.022692740031074767,0.021709476420695494
Norne,residual_continued_best,P1_K5_22,300000.0,0.1699592444445599,0.16580501008272427
Norne,residual_continued_best,P1_K5_22,400000.0,0.33281018693040004,0.3263614119369413
Norne,residual_continued_best,P1_K5_22,500000.0,0.462597820678511,0.45562899485840125
Norne,residual_continued_best,P1_K5_22,600000.0,0.5637189274353471,0.5585193683883775
Norne,residual_continued_best,P1_K5_22,700000.0,0.6425541579607877,0.6376857609268359
Norne,residual_continued_best,P1_K5_22,800000.0,0.7068786539395743,0.7034587725144027
Norne,residual_continued_best,P1_K5_22,900000.0,0.7609642646767786,0.7628898709462151
Norne,residual_continued_best,P1_K5_22,1000000.0,0.8048009234653059,0.8070824825303151
Norne,residual_continued_best,P2_K1_3,0.0,0.0,0.0
Norne,residual_continued_best,P2_K1_3,100000.0,0.0,1.172962398078904e-09
Norne,residual_continued_best,P2_K1_3,200000.0,0.08044213856944914,0.07806143533700641
Norne,residual_continued_best,P2_K1_3,300000.0,0.3502236687328528,0.3460865631232504
Norne,residual_continued_best,P2_K1_3,400000.0,0.5670567871668988,0.5628317927363272
Norne,residual_continued_best,P2_K1_3,500000.0,0.7370623065965433,0.7315955008007985
Norne,residual_continued_best,P2_K1_3,600000.0,0.8694835779702361,0.8638579979008775
Norne,residual_continued_best,P2_K1_3,700000.0,0.9243223417044837,0.9413053668152395
Norne,residual_continued_best,P2_K1_3,800000.0,0.9590441929130172,0.9948698535242102
Norne,residual_continued_best,P2_K1_3,900000.0,0.981094306028757,0.998490303980174
Norne,residual_continued_best,P2_K1_3,1000000.0,0.9894419806344804,0.9992811983639464
Norne,residual_continued_best,P2_K5_22,0.0,0.0,0.0
Norne,residual_continued_best,P2_K5_22,100000.0,1.1685423360434273e-11,9.069444022179354e-10
Norne,residual_continued_best,P2_K5_22,200000.0,0.11947374276983312,0.1171067345215641
Norne,residual_continued_best,P2_K5_22,300000.0,0.3587629172476358,0.3555865840046057
Norne,residual_continued_best,P2_K5_22,400000.0,0.5477411794161929,0.5442883467814825
Norne,residual_continued_best,P2_K5_22,500000.0,0.6959654876853628,0.6939574119989007
Norne,residual_continued_best,P2_K5_22,600000.0,0.7904259886189309,0.8032623807330924
Norne,residual_continued_best,P2_K5_22,700000.0,0.8412534210270252,0.8507747787363691
Norne,residual_continued_best,P2_K5_22,800000.0,0.876263792378254,0.8814564176539279
Norne,residual_continued_best,P2_K5_22,900000.0,0.9030358312832376,0.9099031304408476
Norne,residual_continued_best,P2_K5_22,1000000.0,0.9238708622921357,0.9362816260473972
Norne,residual_continued_best,P3_K2_3,0.0,0.0,0.0
Norne,residual_continued_best,P3_K2_3,100000.0,0.0,0.0
Norne,residual_continued_best,P3_K2_3,200000.0,0.0,2.327560521705631e-11
Norne,residual_continued_best,P3_K2_3,300000.0,0.0,1.0589311221881861e-10
Norne,residual_continued_best,P3_K2_3,400000.0,0.0,2.448903237325654e-10
Norne,residual_continued_best,P3_K2_3,500000.0,0.0,4.3698070849285886e-10
Norne,residual_continued_best,P3_K2_3,600000.0,0.0,6.791071930614863e-10
Norne,residual_continued_best,P3_K2_3,700000.0,0.0,9.684291522212257e-10
Norne,residual_continued_best,P3_K2_3,800000.0,4.6303662075722407e-20,1.3024312837589012e-09
Norne,residual_continued_best,P3_K2_3,900000.0,0.00023479063397188014,0.00014207205512664303
Norne,residual_continued_best,P3_K2_3,1000000.0,0.018323644730724606,0.015644495239639657
Norne,residual_continued_best,P3_K5_8,0.0,0.0,0.0
Norne,residual_continued_best,P3_K5_8,100000.0,0.0,1.0120430999042533e-09
Norne,residual_continued_best,P3_K5_8,200000.0,0.0,2.729863391798961e-09
Norne,residual_continued_best,P3_K5_8,300000.0,2.395848209630233e-05,1.526842228382763e-05
Norne,residual_continued_best,P3_K5_8,400000.0,0.02091481143844319,0.019264792621494404
Norne,residual_continued_best,P3_K5_8,500000.0,0.11397839785197782,0.10891188793409907
Norne,residual_continued_best,P3_K5_8,600000.0,0.24256231376859527,0.23538246796619647
Norne,residual_continued_best,P3_K5_8,700000.0,0.36466170899217004,0.3567769313338866
Norne,residual_continued_best,P3_K5_8,800000.0,0.4701664294971667,0.4617982062045
Norne,residual_continued_best,P3_K5_8,900000.0,0.5623391390103141,0.5534334679312085
Norne,residual_continued_best,P3_K5_8,1000000.0,0.6478020065740179,0.6384239605756773
Norne,residual_continued_best,P3_K12_18,0.0,0.0,0.0
Norne,residual_continued_best,P3_K12_18,100000.0,0.0,1.1128082720366617e-09
Norne,residual_continued_best,P3_K12_18,200000.0,0.0,2.515662734463319e-09
Norne,residual_continued_best,P3_K12_18,300000.0,9.240294065385294e-06,6.16340944842872e-06
Norne,residual_continued_best,P3_K12_18,400000.0,0.014580030793953806,0.013341252521459766
Norne,residual_continued_best,P3_K12_18,500000.0,0.09225747869702183,0.08788526745876699
Norne,residual_continued_best,P3_K12_18,600000.0,0.21243347523575057,0.20575755672873353
Norne,residual_continued_best,P3_K12_18,700000.0,0.3341622091724626,0.3266601732088774
Norne,residual_continued_best,P3_K12_18,800000.0,0.44136272317718495,0.4334969599076974
Norne,residual_continued_best,P3_K12_18,900000.0,0.5336988091204506,0.5257261662434871
Norne,residual_continued_best,P3_K12_18,1000000.0,0.6162448774771555,0.6085679687139037
Norne,residual_continued_best,P3_K22_22,0.0,0.0,0.0
Norne,residual_continued_best,P3_K22_22,100000.0,0.0,1.1012463635762643e-09
Norne,residual_continued_best,P3_K22_22,200000.0,0.0,3.119544184135927e-09
Norne,residual_continued_best,P3_K22_22,300000.0,7.279309229834252e-48,4.3125186123105675e-09
Norne,residual_continued_best,P3_K22_22,400000.0,0.004978743683508899,0.004470679012643359
Norne,residual_continued_best,P3_K22_22,500000.0,0.048283427547163874,0.0455403760747439
Norne,residual_continued_best,P3_K22_22,600000.0,0.13835596315836218,0.13323129266835912
Norne,residual_continued_best,P3_K22_22,700000.0,0.24531791334977798,0.2389544929720284
Norne,residual_continued_best,P3_K22_22,800000.0,0.3486257538735584,0.34171630510155937
Norne,residual_continued_best,P3_K22_22,900000.0,0.4406714351895306,0.4337854225596259
Norne,residual_continued_best,P3_K22_22,1000000.0,0.5214179218407532,0.5150774731817575
Norne,residual_continued_best,P4_K1_3,0.0,0.0,0.0
Norne,residual_continued_best,P4_K1_3,100000.0,0.0,1.1629353389055472e-09
Norne,residual_continued_best,P4_K1_3,200000.0,0.0,1.8167818255477863e-09
Norne,residual_continued_best,P4_K1_3,300000.0,0.0,1.7711854426288068e-09
Norne,residual_continued_best,P4_K1_3,400000.0,0.0,1.7491687824896151e-09
Norne,residual_continued_best,P4_K1_3,500000.0,0.0,1.7511401635263912e-09
Norne,residual_continued_best,P4_K1_3,600000.0,0.0,1.7773797244358343e-09
Norne,residual_continued_best,P4_K1_3,700000.0,0.0,1.8281730326417613e-09
Norne,residual_continued_best,P4_K1_3,800000.0,0.0,1.903879418834468e-09
Norne,residual_continued_best,P4_K1_3,900000.0,0.0,2.004951922617726e-09
Norne,residual_continued_best,P4_K1_3,1000000.0,0.0,2.131923697744418e-09
Norne,residual_continued_best,P4_K5_8,0.0,0.0,0.0
Norne,residual_continued_best,P4_K5_8,100000.0,0.0,1.4645904142327572e-10
Norne,residual_continued_best,P4_K5_8,200000.0,0.0,6.857632495400797e-10
Norne,residual_continued_best,P4_K5_8,300000.0,0.0,1.2847084636200658e-09
Norne,residual_continued_best,P4_K5_8,400000.0,0.0,2.0696766629494587e-09
Norne,residual_continued_best,P4_K5_8,500000.0,0.0,3.0220053520486333e-09
Norne,residual_continued_best,P4_K5_8,600000.0,9.092258639569183e-103,4.125064934024986e-09
Norne,residual_continued_best,P4_K5_8,700000.0,1.4701148684332004e-05,3.771158096965209e-06
Norne,residual_continued_best,P4_K5_8,800000.0,0.018319940618824346,0.015633404992500426
Norne,residual_continued_best,P4_K5_8,900000.0,0.10684398998021381,0.09984893863109168
Norne,residual_continued_best,P4_K5_8,1000000.0,0.2298409911969906,0.2211360638385202
Norne,residual_continued_best,P4_K10_18,0.0,0.0,0.0
Norne,residual_continued_best,P4_K10_18,100000.0,0.0,8.058443455508322e-10
Norne,residual_continued_best,P4_K10_18,200000.0,0.0,1.8374438990527444e-09
Norne,residual_continued_best,P4_K10_18,300000.0,0.0,2.278994810626466e-09
Norne,residual_continued_best,P4_K10_18,400000.0,0.0,2.789171572643021e-09
Norne,residual_continued_best,P4_K10_18,500000.0,1.0217123122711664e-05,7.376362949419458e-06
Norne,residual_continued_best,P4_K10_18,600000.0,0.001328768605342641,0.0011796828879701371
Norne,residual_continued_best,P4_K10_18,700000.0,0.012985557890727323,0.012000056217033536
Norne,residual_continued_best,P4_K10_18,800000.0,0.05250004419696185,0.0494278809280989
Norne,residual_continued_best,P4_K10_18,900000.0,0.12756835703560215,0.12224187641471708
Norne,residual_continued_best,P4_K10_18,1000000.0,0.22023557648814748,0.21325619018315614
Norne,residual_continued_best,P4_K20_22,0.0,0.0,0.0
Norne,residual_continued_best,P4_K20_22,100000.0,0.0,7.310441517382746e-10
Norne,residual_continued_best,P4_K20_22,200000.0,0.0,2.0105313746428095e-09
Norne,residual_continued_best,P4_K20_22,300000.0,0.0,2.796782898915306e-09
Norne,residual_continued_best,P4_K20_22,400000.0,0.0,3.722421100854844e-09
Norne,residual_continued_best,P4_K20_22,500000.0,4.4583829442385546e-10,5.166160101499787e-09
Norne,residual_continued_best,P4_K20_22,600000.0,0.0005749000616596538,0.0005038283485900252
Norne,residual_continued_best,P4_K20_22,700000.0,0.005287067358942575,0.004956681635669325
Norne,residual_continued_best,P4_K20_22,800000.0,0.01703076123586251,0.016224696875514005
Norne,residual_continued_best,P4_K20_22,900000.0,0.03754723557503838,0.036027018831897885
Norne,residual_continued_best,P4_K20_22,1000000.0,0.0668251884578568,0.06433606072955547
Norne,residual_continued_best,FIELD_TOTAL,0.0,0.0,0.0
Norne,residual_continued_best,FIELD_TOTAL,100000.0,4.512487686756419e-12,9.375907455648998e-10
Norne,residual_continued_best,FIELD_TOTAL,200000.0,0.05871190267205102,0.05732150473865368
Norne,residual_continued_best,FIELD_TOTAL,300000.0,0.2188568544654626,0.21590742607190047
Norne,residual_continued_best,FIELD_TOTAL,400000.0,0.36673766627651666,0.3626988978023699
Norne,residual_continued_best,FIELD_TOTAL,500000.0,0.4888605851465585,0.48484509183244806
Norne,residual_continued_best,FIELD_TOTAL,600000.0,0.580290733938018,0.5823289240085814
Norne,residual_continued_best,FIELD_TOTAL,700000.0,0.6430607443634749,0.6451082144737849
Norne,residual_continued_best,FIELD_TOTAL,800000.0,0.6942627055934374,0.6960086584075578
Norne,residual_continued_best,FIELD_TOTAL,900000.0,0.7392009538864748,0.7422215204883398
Norne,residual_continued_best,FIELD_TOTAL,1000000.0,0.7773052821669986,0.782470416780636
