method,scheme,u1_initial,u2_initial,initial_exact_domain,map_converged,lower_capture,nonlinear_updates,lower_max_error,physical_residual_inf,status
mse,picard,1.4333333333333333,1.1333333333333333,True,True,True,26,3.1977102277203073e-07,1.0805528821711263e-07,map_converged
mse,picard,1.4666666666666666,1.1333333333333333,True,True,True,26,3.1977102277203073e-07,1.0805716760264872e-07,map_converged
mse,picard,1.5,1.1333333333333333,True,True,True,26,3.1977102277203073e-07,1.0805908162714317e-07,map_converged
mse,picard,1.5333333333333332,1.1333333333333333,True,True,True,26,3.1977102277203073e-07,1.0806103206695283e-07,map_converged
mse,picard,1.5666666666666667,1.1333333333333333,True,True,True,26,3.1977102277203073e-07,1.080630189220777e-07,map_converged
mse,picard,1.6,1.1333333333333333,True,True,True,26,3.1977102277203073e-07,1.0806504618932067e-07,map_converged
mse,picard,1.6333333333333333,1.1333333333333333,True,True,True,26,3.1977102277203073e-07,1.0806711520094936e-07,map_converged
mse,picard,1.6666666666666667,1.1333333333333333,True,True,True,26,3.1977102277203073e-07,1.0806923039785588e-07,map_converged
mse,picard,1.7,1.1333333333333333,True,True,True,26,3.1977102277203073e-07,1.0807139066981719e-07,map_converged
mse,picard,1.7333333333333334,1.1333333333333333,True,True,True,27,3.197373514840507e-07,1.0804273409270593e-07,map_converged
mse,picard,1.7666666666666666,1.1333333333333333,True,True,True,27,3.197373514840507e-07,1.0804369598993446e-07,map_converged
mse,picard,1.8,1.1333333333333333,True,True,True,27,3.197373514840507e-07,1.0804468364433717e-07,map_converged
mse,picard,1.8333333333333333,1.1333333333333333,True,True,True,27,3.197373514840507e-07,1.0804569616773563e-07,map_converged
mse,picard,1.8666666666666667,1.1333333333333333,True,True,True,27,3.197373514840507e-07,1.0804673933328957e-07,map_converged
mse,picard,1.9,1.1333333333333333,True,True,True,27,3.197373514840507e-07,1.080478091441961e-07,map_converged
mse,picard,1.9333333333333333,1.1333333333333333,True,True,True,27,3.197373514840507e-07,1.0804891137361494e-07,map_converged
mse,picard,1.9666666666666666,1.1333333333333333,True,True,True,27,3.197373514840507e-07,1.0805004779790295e-07,map_converged
mse,picard,2.0,1.1333333333333333,True,True,True,27,3.197373514840507e-07,1.0805122196977379e-07,map_converged
mse,picard,2.033333333333333,1.1333333333333333,True,True,True,27,3.197373514840507e-07,1.0805243877420878e-07,map_converged
mse,picard,2.0666666666666664,1.1333333333333333,True,True,True,27,3.197373514840507e-07,1.0805369887734173e-07,map_converged
mse,picard,2.1,1.1333333333333333,True,True,True,27,3.197373514840507e-07,1.0805500649802013e-07,map_converged
mse,picard,2.1333333333333333,1.1333333333333333,True,True,True,27,3.197373514840507e-07,1.0805637273847424e-07,map_converged
mse,picard,2.1666666666666665,1.1333333333333333,True,True,True,28,3.197230291629438e-07,1.0803601169229182e-07,map_converged
mse,picard,2.2,1.1333333333333333,True,True,True,28,3.197230291629438e-07,1.0803664896030796e-07,map_converged
mse,picard,2.2333333333333334,1.1333333333333333,True,True,True,28,3.197230291629438e-07,1.0803731553821194e-07,map_converged
mse,picard,2.2666666666666666,1.1333333333333333,True,True,True,28,3.197230291629438e-07,1.0803802297232323e-07,map_converged
mse,picard,2.3,1.1333333333333333,True,True,True,28,3.197230291629438e-07,1.0803877636966774e-07,map_converged
mse,picard,2.3333333333333335,1.1333333333333333,True,True,True,28,3.197230291629438e-07,1.0803957861682534e-07,map_converged
mse,picard,2.3666666666666667,1.1333333333333333,True,True,True,28,3.197230291629438e-07,1.0804044592305218e-07,map_converged
mse,picard,2.4,1.1333333333333333,True,True,True,28,3.197230291629438e-07,1.0804138828035548e-07,map_converged
mse,picard,2.433333333333333,1.1333333333333333,True,True,True,28,3.197230291629438e-07,1.08042430557731e-07,map_converged
mse,picard,2.466666666666667,1.1333333333333333,True,True,True,28,3.197230291629438e-07,1.0804360162097737e-07,map_converged
mse,picard,2.5,1.1333333333333333,True,True,True,28,3.197230291629438e-07,1.0804495143013071e-07,map_converged
mse,picard,2.533333333333333,1.1333333333333333,True,True,True,28,3.197230291629438e-07,1.0804657812890639e-07,map_converged
mse,picard,2.5666666666666664,1.1333333333333333,True,True,True,28,3.197230291629438e-07,1.0804870376190934e-07,map_converged
mse,picard,2.6,1.1333333333333333,True,True,True,29,3.1971694025578756e-07,1.0803366151668214e-07,map_converged
mse,picard,2.6333333333333333,1.1333333333333333,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.6666666666666665,1.1333333333333333,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.7,1.1333333333333333,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.7333333333333334,1.1333333333333333,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.7666666666666666,1.1333333333333333,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.8,1.1333333333333333,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.8333333333333335,1.1333333333333333,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.8666666666666667,1.1333333333333333,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.9,1.1333333333333333,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.933333333333333,1.1333333333333333,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.966666666666667,1.1333333333333333,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,3.0,1.1333333333333333,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,0.0,1.1666666666666667,True,True,True,27,3.198152855876657e-07,1.0807481731767155e-07,map_converged
mse,picard,0.03333333333333333,1.1666666666666667,True,True,True,27,3.198133369242129e-07,1.0807367184506589e-07,map_converged
mse,picard,0.06666666666666667,1.1666666666666667,True,True,True,27,3.198113545099801e-07,1.0807250638844579e-07,map_converged
mse,picard,0.1,1.1666666666666667,True,True,True,27,3.1980936010533867e-07,1.0807133399293178e-07,map_converged
mse,picard,0.13333333333333333,1.1666666666666667,True,True,True,27,3.1980734793712884e-07,1.080701511058102e-07,map_converged
mse,picard,0.16666666666666666,1.1666666666666667,True,True,True,27,3.198053131203693e-07,1.0806895489601231e-07,map_converged
mse,picard,0.2,1.1666666666666667,True,True,True,27,3.1980327297453925e-07,1.0806775563310111e-07,map_converged
mse,picard,0.23333333333333334,1.1666666666666667,True,True,True,27,3.1980122039421133e-07,1.0806654893169565e-07,map_converged
mse,picard,0.26666666666666666,1.1666666666666667,True,True,True,27,3.1979915227076106e-07,1.0806533312646138e-07,map_converged
mse,picard,0.3,1.1666666666666667,True,True,True,27,3.197970521728877e-07,1.08064098558458e-07,map_converged
mse,picard,0.3333333333333333,1.1666666666666667,True,True,True,27,3.1979494186096247e-07,1.0806285799525028e-07,map_converged
mse,picard,0.36666666666666664,1.1666666666666667,True,True,True,27,3.197928053477739e-07,1.0806160205545368e-07,map_converged
mse,picard,0.4,1.1666666666666667,True,True,True,27,3.197906608409795e-07,1.0806034134169806e-07,map_converged
mse,picard,0.43333333333333335,1.1666666666666667,True,True,True,27,3.197884865802081e-07,1.0805906319744096e-07,map_converged
mse,picard,0.4666666666666667,1.1666666666666667,True,True,True,27,3.1978629455586827e-07,1.0805777450606513e-07,map_converged
mse,picard,0.5,1.1666666666666667,True,True,True,27,3.1978409009703057e-07,1.0805647859823964e-07,map_converged
mse,picard,0.5333333333333333,1.1666666666666667,True,True,True,27,3.197818643219108e-07,1.0805517014489396e-07,map_converged
mse,picard,0.5666666666666667,1.1666666666666667,True,True,True,27,3.197796136777953e-07,1.0805384709211552e-07,map_converged
mse,picard,0.6,1.1666666666666667,True,True,True,27,3.19777329726989e-07,1.0805250444390069e-07,map_converged
mse,picard,0.6333333333333333,1.1666666666666667,True,True,True,27,3.197750475525396e-07,1.0805116285039773e-07,map_converged
mse,picard,0.6666666666666666,1.1666666666666667,True,True,True,27,3.197727214132584e-07,1.0804979533318715e-07,map_converged
mse,picard,0.7,1.1666666666666667,True,True,True,27,3.1977037928676566e-07,1.0804841843459201e-07,map_converged
mse,picard,0.7333333333333333,1.1666666666666667,True,True,True,27,3.197680091826527e-07,1.0804702516020726e-07,map_converged
mse,picard,0.7666666666666666,1.1666666666666667,True,True,True,27,3.197656190945253e-07,1.0804562017296959e-07,map_converged
mse,picard,0.8,1.1666666666666667,True,True,True,26,3.1983180615036133e-07,1.0807705008719637e-07,map_converged
mse,picard,0.8333333333333334,1.1666666666666667,True,True,True,26,3.198260507542017e-07,1.0807366673803998e-07,map_converged
mse,picard,0.8666666666666667,1.1666666666666667,True,True,True,26,3.1982022918874975e-07,1.0807024442005542e-07,map_converged
mse,picard,0.9,1.1666666666666667,True,True,True,26,3.19814342342184e-07,1.0806678374386536e-07,map_converged
mse,picard,0.9333333333333333,1.1666666666666667,True,True,True,26,3.1980838088863095e-07,1.0806327921386583e-07,map_converged
mse,picard,0.9666666666666667,1.1666666666666667,True,True,True,26,3.1980234749262593e-07,1.0805973238436906e-07,map_converged
mse,picard,1.0,1.1666666666666667,True,True,True,26,3.19796246595061e-07,1.08056145808888e-07,map_converged
mse,picard,1.0333333333333332,1.1666666666666667,True,True,True,26,3.197900613205462e-07,1.0805250971746005e-07,map_converged
mse,picard,1.0666666666666667,1.1666666666666667,True,True,True,26,3.1978380055086575e-07,1.0804882927262227e-07,map_converged
mse,picard,1.1,1.1666666666666667,True,True,True,26,3.1977744741062963e-07,1.0804509448236743e-07,map_converged
mse,picard,1.1333333333333333,1.1666666666666667,True,True,True,25,3.19850195440452e-07,1.0807026884496196e-07,map_converged
mse,picard,1.1666666666666667,1.1666666666666667,True,True,True,25,3.1983486370457115e-07,1.080612558879146e-07,map_converged
mse,picard,1.2,1.1666666666666667,True,True,True,25,3.1983486370457115e-07,1.0806514877392814e-07,map_converged
mse,picard,1.2333333333333334,1.1666666666666667,True,True,True,25,3.1983486370457115e-07,1.0806909361837924e-07,map_converged
mse,picard,1.2666666666666666,1.1666666666666667,True,True,True,25,3.1983486370457115e-07,1.0807309797078446e-07,map_converged
mse,picard,1.3,1.1666666666666667,True,True,True,25,3.1983486370457115e-07,1.0807716716021432e-07,map_converged
mse,picard,1.3333333333333333,1.1666666666666667,True,True,True,26,3.1976449599291357e-07,1.0804600192315661e-07,map_converged
mse,picard,1.3666666666666667,1.1666666666666667,True,True,True,26,3.1976449599291357e-07,1.0804778849404784e-07,map_converged
mse,picard,1.4,1.1666666666666667,True,True,True,26,3.1976449599291357e-07,1.0804960481891612e-07,map_converged
mse,picard,1.4333333333333333,1.1666666666666667,True,True,True,26,3.1976449599291357e-07,1.0805145134185068e-07,map_converged
mse,picard,1.4666666666666666,1.1666666666666667,True,True,True,26,3.1976449599291357e-07,1.0805333072738676e-07,map_converged
mse,picard,1.5,1.1666666666666667,True,True,True,26,3.1976449599291357e-07,1.0805524475188122e-07,map_converged
mse,picard,1.5333333333333332,1.1666666666666667,True,True,True,26,3.1976449599291357e-07,1.0805719519169088e-07,map_converged
mse,picard,1.5666666666666667,1.1666666666666667,True,True,True,26,3.1976449599291357e-07,1.0805918204681575e-07,map_converged
mse,picard,1.6,1.1666666666666667,True,True,True,26,3.1976449599291357e-07,1.0806120931405871e-07,map_converged
mse,picard,1.6333333333333333,1.1666666666666667,True,True,True,26,3.1976449599291357e-07,1.080632783256874e-07,map_converged
mse,picard,1.6666666666666667,1.1666666666666667,True,True,True,26,3.1976449599291357e-07,1.0806539352259392e-07,map_converged
mse,picard,1.7,1.1666666666666667,True,True,True,26,3.1976449599291357e-07,1.0806755379455524e-07,map_converged
mse,picard,1.7333333333333334,1.1666666666666667,True,True,True,26,3.1976449599291357e-07,1.0806976646904332e-07,map_converged
mse,picard,1.7666666666666666,1.1666666666666667,True,True,True,27,3.19734579923292e-07,1.0804206662662352e-07,map_converged
mse,picard,1.8,1.1666666666666667,True,True,True,27,3.19734579923292e-07,1.0804305428102623e-07,map_converged
mse,picard,1.8333333333333333,1.1666666666666667,True,True,True,27,3.19734579923292e-07,1.0804406680442469e-07,map_converged
mse,picard,1.8666666666666667,1.1666666666666667,True,True,True,27,3.19734579923292e-07,1.0804510996997863e-07,map_converged
mse,picard,1.9,1.1666666666666667,True,True,True,27,3.19734579923292e-07,1.0804617978088515e-07,map_converged
mse,picard,1.9333333333333333,1.1666666666666667,True,True,True,27,3.19734579923292e-07,1.08047282010304e-07,map_converged
mse,picard,1.9666666666666666,1.1666666666666667,True,True,True,27,3.19734579923292e-07,1.0804841843459201e-07,map_converged
mse,picard,2.0,1.1666666666666667,True,True,True,27,3.19734579923292e-07,1.0804959260646285e-07,map_converged
mse,picard,2.033333333333333,1.1666666666666667,True,True,True,27,3.19734579923292e-07,1.0805080941089784e-07,map_converged
mse,picard,2.0666666666666664,1.1666666666666667,True,True,True,27,3.19734579923292e-07,1.0805206951403079e-07,map_converged
mse,picard,2.1,1.1666666666666667,True,True,True,27,3.19734579923292e-07,1.080533771347092e-07,map_converged
mse,picard,2.1333333333333333,1.1666666666666667,True,True,True,27,3.19734579923292e-07,1.080547433751633e-07,map_converged
mse,picard,2.1666666666666665,1.1666666666666667,True,True,True,28,3.1972185809969744e-07,1.080353232985054e-07,map_converged
mse,picard,2.2,1.1666666666666667,True,True,True,28,3.1972185809969744e-07,1.0803596056652154e-07,map_converged
mse,picard,2.2333333333333334,1.1666666666666667,True,True,True,28,3.1972185809969744e-07,1.0803662714442552e-07,map_converged
mse,picard,2.2666666666666666,1.1666666666666667,True,True,True,28,3.1972185809969744e-07,1.0803733457853681e-07,map_converged
mse,picard,2.3,1.1666666666666667,True,True,True,28,3.1972185809969744e-07,1.0803808797588133e-07,map_converged
mse,picard,2.3333333333333335,1.1666666666666667,True,True,True,28,3.1972185809969744e-07,1.0803889022303892e-07,map_converged
mse,picard,2.3666666666666667,1.1666666666666667,True,True,True,28,3.1972185809969744e-07,1.0803975752926576e-07,map_converged
mse,picard,2.4,1.1666666666666667,True,True,True,28,3.1972185809969744e-07,1.0804069988656906e-07,map_converged
mse,picard,2.433333333333333,1.1666666666666667,True,True,True,28,3.1972185809969744e-07,1.0804174216394458e-07,map_converged
mse,picard,2.466666666666667,1.1666666666666667,True,True,True,28,3.1972185809969744e-07,1.0804291322719095e-07,map_converged
mse,picard,2.5,1.1666666666666667,True,True,True,28,3.1972185809969744e-07,1.0804426303634429e-07,map_converged
mse,picard,2.533333333333333,1.1666666666666667,True,True,True,28,3.1972185809969744e-07,1.0804588973511997e-07,map_converged
mse,picard,2.5666666666666664,1.1666666666666667,True,True,True,28,3.1972185809969744e-07,1.0804801536812292e-07,map_converged
mse,picard,2.6,1.1666666666666667,True,True,True,29,3.1971644465222937e-07,1.0803337019416048e-07,map_converged
mse,picard,2.6333333333333333,1.1666666666666667,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.6666666666666665,1.1666666666666667,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.7,1.1666666666666667,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.7333333333333334,1.1666666666666667,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.7666666666666666,1.1666666666666667,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.8,1.1666666666666667,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.8333333333333335,1.1666666666666667,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.8666666666666667,1.1666666666666667,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.9,1.1666666666666667,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.933333333333333,1.1666666666666667,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.966666666666667,1.1666666666666667,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,3.0,1.1666666666666667,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,0.0,1.2,True,True,True,27,3.198152855876657e-07,1.0807552364155981e-07,map_converged
mse,picard,0.03333333333333333,1.2,True,True,True,27,3.198133369242129e-07,1.0807437816895415e-07,map_converged
mse,picard,0.06666666666666667,1.2,True,True,True,27,3.198113545099801e-07,1.0807321271233405e-07,map_converged
mse,picard,0.1,1.2,True,True,True,27,3.1980936010533867e-07,1.0807204031682005e-07,map_converged
mse,picard,0.13333333333333333,1.2,True,True,True,27,3.1980734793712884e-07,1.0807085742969846e-07,map_converged
mse,picard,0.16666666666666666,1.2,True,True,True,27,3.198053131203693e-07,1.0806966121990058e-07,map_converged
mse,picard,0.2,1.2,True,True,True,27,3.1980327297453925e-07,1.0806846195698938e-07,map_converged
mse,picard,0.23333333333333334,1.2,True,True,True,27,3.1980122039421133e-07,1.0806725525558392e-07,map_converged
mse,picard,0.26666666666666666,1.2,True,True,True,27,3.1979915227076106e-07,1.0806603945034965e-07,map_converged
mse,picard,0.3,1.2,True,True,True,27,3.197970521728877e-07,1.0806480488234627e-07,map_converged
mse,picard,0.3333333333333333,1.2,True,True,True,27,3.1979494186096247e-07,1.0806356431913855e-07,map_converged
mse,picard,0.36666666666666664,1.2,True,True,True,27,3.197928053477739e-07,1.0806230837934194e-07,map_converged
mse,picard,0.4,1.2,True,True,True,27,3.197906608409795e-07,1.0806104766558633e-07,map_converged
mse,picard,0.43333333333333335,1.2,True,True,True,27,3.197884865802081e-07,1.0805976952132923e-07,map_converged
mse,picard,0.4666666666666667,1.2,True,True,True,27,3.1978629455586827e-07,1.080584808299534e-07,map_converged
mse,picard,0.5,1.2,True,True,True,27,3.1978409009703057e-07,1.080571849221279e-07,map_converged
mse,picard,0.5333333333333333,1.2,True,True,True,27,3.197818643219108e-07,1.0805587646878223e-07,map_converged
mse,picard,0.5666666666666667,1.2,True,True,True,27,3.197796136777953e-07,1.0805455341600378e-07,map_converged
mse,picard,0.6,1.2,True,True,True,27,3.19777329726989e-07,1.0805321076778895e-07,map_converged
mse,picard,0.6333333333333333,1.2,True,True,True,27,3.197750475525396e-07,1.08051869174286e-07,map_converged
mse,picard,0.6666666666666666,1.2,True,True,True,27,3.197727214132584e-07,1.0805050165707542e-07,map_converged
mse,picard,0.7,1.2,True,True,True,27,3.1977037928676566e-07,1.0804912475848027e-07,map_converged
mse,picard,0.7333333333333333,1.2,True,True,True,27,3.197680091826527e-07,1.0804773148409552e-07,map_converged
mse,picard,0.7666666666666666,1.2,True,True,True,27,3.197656190945253e-07,1.0804632649685786e-07,map_converged
mse,picard,0.8,1.2,True,True,True,27,3.1976320502558053e-07,1.0804490735427663e-07,map_converged
mse,picard,0.8333333333333334,1.2,True,True,True,26,3.198260507542017e-07,1.080753225246589e-07,map_converged
mse,picard,0.8666666666666667,1.2,True,True,True,26,3.1982022918874975e-07,1.0807190020667434e-07,map_converged
mse,picard,0.9,1.2,True,True,True,26,3.19814342342184e-07,1.0806843953048428e-07,map_converged
mse,picard,0.9333333333333333,1.2,True,True,True,26,3.1980838088863095e-07,1.0806493500048475e-07,map_converged
mse,picard,0.9666666666666667,1.2,True,True,True,26,3.1980234749262593e-07,1.0806138817098798e-07,map_converged
mse,picard,1.0,1.2,True,True,True,26,3.19796246595061e-07,1.0805780159550693e-07,map_converged
mse,picard,1.0333333333333332,1.2,True,True,True,26,3.197900613205462e-07,1.0805416550407898e-07,map_converged
mse,picard,1.0666666666666667,1.2,True,True,True,26,3.1978380055086575e-07,1.080504850592412e-07,map_converged
mse,picard,1.1,1.2,True,True,True,26,3.1977744741062963e-07,1.0804675026898636e-07,map_converged
mse,picard,1.1333333333333333,1.2,True,True,True,25,3.19850195440452e-07,1.080741617309755e-07,map_converged
mse,picard,1.1666666666666667,1.2,True,True,True,25,3.1983486370457115e-07,1.0806514877392814e-07,map_converged
mse,picard,1.2,1.2,True,True,True,25,3.1981929216051697e-07,1.080559947630455e-07,map_converged
mse,picard,1.2333333333333334,1.2,True,True,True,25,3.1981929216051697e-07,1.080599396074966e-07,map_converged
mse,picard,1.2666666666666666,1.2,True,True,True,25,3.1981929216051697e-07,1.0806394395990182e-07,map_converged
mse,picard,1.3,1.2,True,True,True,25,3.1981929216051697e-07,1.0806801314933168e-07,map_converged
mse,picard,1.3333333333333333,1.2,True,True,True,25,3.1981929216051697e-07,1.0807214273489407e-07,map_converged
mse,picard,1.3666666666666667,1.2,True,True,True,25,3.1981929216051697e-07,1.0807634293064083e-07,map_converged
mse,picard,1.4,1.2,True,True,True,26,3.1975787329052707e-07,1.0804571159983567e-07,map_converged
mse,picard,1.4333333333333333,1.2,True,True,True,26,3.1975787329052707e-07,1.0804755812277023e-07,map_converged
mse,picard,1.4666666666666666,1.2,True,True,True,26,3.1975787329052707e-07,1.0804943750830631e-07,map_converged
mse,picard,1.5,1.2,True,True,True,26,3.1975787329052707e-07,1.0805135153280077e-07,map_converged
mse,picard,1.5333333333333332,1.2,True,True,True,26,3.1975787329052707e-07,1.0805330197261043e-07,map_converged
mse,picard,1.5666666666666667,1.2,True,True,True,26,3.1975787329052707e-07,1.080552888277353e-07,map_converged
mse,picard,1.6,1.2,True,True,True,26,3.1975787329052707e-07,1.0805731609497826e-07,map_converged
mse,picard,1.6333333333333333,1.2,True,True,True,26,3.1975787329052707e-07,1.0805938510660695e-07,map_converged
mse,picard,1.6666666666666667,1.2,True,True,True,26,3.1975787329052707e-07,1.0806150030351347e-07,map_converged
mse,picard,1.7,1.2,True,True,True,26,3.1975787329052707e-07,1.0806366057547478e-07,map_converged
mse,picard,1.7333333333333334,1.2,True,True,True,26,3.1975787329052707e-07,1.0806587324996286e-07,map_converged
mse,picard,1.7666666666666666,1.2,True,True,True,27,3.1973175418364974e-07,1.0804040545542293e-07,map_converged
mse,picard,1.8,1.2,True,True,True,27,3.1973175418364974e-07,1.0804139310982563e-07,map_converged
mse,picard,1.8333333333333333,1.2,True,True,True,27,3.1973175418364974e-07,1.0804240563322409e-07,map_converged
mse,picard,1.8666666666666667,1.2,True,True,True,27,3.1973175418364974e-07,1.0804344879877803e-07,map_converged
mse,picard,1.9,1.2,True,True,True,27,3.1973175418364974e-07,1.0804451860968456e-07,map_converged
mse,picard,1.9333333333333333,1.2,True,True,True,27,3.1973175418364974e-07,1.0804562083910341e-07,map_converged
mse,picard,1.9666666666666666,1.2,True,True,True,27,3.1973175418364974e-07,1.0804675726339141e-07,map_converged
mse,picard,2.0,1.2,True,True,True,27,3.1973175418364974e-07,1.0804793143526226e-07,map_converged
mse,picard,2.033333333333333,1.2,True,True,True,27,3.1973175418364974e-07,1.0804914823969725e-07,map_converged
mse,picard,2.0666666666666664,1.2,True,True,True,27,3.1973175418364974e-07,1.080504083428302e-07,map_converged
mse,picard,2.1,1.2,True,True,True,27,3.1973175418364974e-07,1.080517159635086e-07,map_converged
mse,picard,2.1333333333333333,1.2,True,True,True,27,3.1973175418364974e-07,1.080530822039627e-07,map_converged
mse,picard,2.1666666666666665,1.2,True,True,True,28,3.1972065506202796e-07,1.0803461614194987e-07,map_converged
mse,picard,2.2,1.2,True,True,True,28,3.1972065506202796e-07,1.08035253409966e-07,map_converged
mse,picard,2.2333333333333334,1.2,True,True,True,28,3.1972065506202796e-07,1.0803591998786999e-07,map_converged
mse,picard,2.2666666666666666,1.2,True,True,True,28,3.1972065506202796e-07,1.0803662742198128e-07,map_converged
mse,picard,2.3,1.2,True,True,True,28,3.1972065506202796e-07,1.0803738081932579e-07,map_converged
mse,picard,2.3333333333333335,1.2,True,True,True,28,3.1972065506202796e-07,1.0803818306648338e-07,map_converged
mse,picard,2.3666666666666667,1.2,True,True,True,28,3.1972065506202796e-07,1.0803905037271022e-07,map_converged
mse,picard,2.4,1.2,True,True,True,28,3.1972065506202796e-07,1.0803999273001352e-07,map_converged
mse,picard,2.433333333333333,1.2,True,True,True,28,3.1972065506202796e-07,1.0804103500738904e-07,map_converged
mse,picard,2.466666666666667,1.2,True,True,True,28,3.1972065506202796e-07,1.0804220607063542e-07,map_converged
mse,picard,2.5,1.2,True,True,True,28,3.1972065506202796e-07,1.0804355587978876e-07,map_converged
mse,picard,2.533333333333333,1.2,True,True,True,28,3.1972065506202796e-07,1.0804518257856444e-07,map_converged
mse,picard,2.5666666666666664,1.2,True,True,True,28,3.1972065506202796e-07,1.0804730821156738e-07,map_converged
mse,picard,2.6,1.2,True,True,True,29,3.197159286205675e-07,1.0803306677020785e-07,map_converged
mse,picard,2.6333333333333333,1.2,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.6666666666666665,1.2,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.7,1.2,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.7333333333333334,1.2,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.7666666666666666,1.2,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.8,1.2,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.8333333333333335,1.2,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.8666666666666667,1.2,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.9,1.2,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.933333333333333,1.2,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,2.966666666666667,1.2,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,3.0,1.2,False,False,False,80,37.171070344083525,5730987790963149.0,iteration_limit
mse,picard,0.0,1.2333333333333334,True,True,True,27,3.198152855876657e-07,1.0807623729292004e-07,map_converged
mse,picard,0.03333333333333333,1.2333333333333334,True,True,True,27,3.198133369242129e-07,1.0807509182031438e-07,map_converged
mse,picard,0.06666666666666667,1.2333333333333334,True,True,True,27,3.198113545099801e-07,1.0807392636369428e-07,map_converged
mse,picard,0.1,1.2333333333333334,True,True,True,27,3.1980936010533867e-07,1.0807275396818028e-07,map_converged
mse,picard,0.13333333333333333,1.2333333333333334,True,True,True,27,3.1980734793712884e-07,1.0807157108105869e-07,map_converged
mse,picard,0.16666666666666666,1.2333333333333334,True,True,True,27,3.198053131203693e-07,1.0807037487126081e-07,map_converged
mse,picard,0.2,1.2333333333333334,True,True,True,27,3.1980327297453925e-07,1.0806917560834961e-07,map_converged
mse,picard,0.23333333333333334,1.2333333333333334,True,True,True,27,3.1980122039421133e-07,1.0806796890694415e-07,map_converged
mse,picard,0.26666666666666666,1.2333333333333334,True,True,True,27,3.1979915227076106e-07,1.0806675310170988e-07,map_converged
mse,picard,0.3,1.2333333333333334,True,True,True,27,3.197970521728877e-07,1.080655185337065e-07,map_converged
mse,picard,0.3333333333333333,1.2333333333333334,True,True,True,27,3.1979494186096247e-07,1.0806427797049878e-07,map_converged
mse,picard,0.36666666666666664,1.2333333333333334,True,True,True,27,3.197928053477739e-07,1.0806302203070217e-07,map_converged
mse,picard,0.4,1.2333333333333334,True,True,True,27,3.197906608409795e-07,1.0806176131694656e-07,map_converged
mse,picard,0.43333333333333335,1.2333333333333334,True,True,True,27,3.197884865802081e-07,1.0806048317268946e-07,map_converged
mse,picard,0.4666666666666667,1.2333333333333334,True,True,True,27,3.1978629455586827e-07,1.0805919448131363e-07,map_converged
mse,picard,0.5,1.2333333333333334,True,True,True,27,3.1978409009703057e-07,1.0805789857348813e-07,map_converged
mse,picard,0.5333333333333333,1.2333333333333334,True,True,True,27,3.197818643219108e-07,1.0805659012014246e-07,map_converged
