method,scheme,u1_initial,u2_initial,initial_exact_domain,map_converged,lower_capture,nonlinear_updates,lower_max_error,physical_residual_inf,status
exact,picard,1.0333333333333332,0.0,True,True,True,27,1.0280065687595652e-10,5.218458998257347e-11,map_converged
exact,picard,1.0666666666666667,0.0,True,True,True,27,1.0280065687595652e-10,5.2850279708138714e-11,map_converged
exact,picard,1.1,0.0,True,True,True,27,1.0280065687595652e-10,5.3524629173296034e-11,map_converged
exact,picard,1.1333333333333333,0.0,True,True,True,27,1.0280065687595652e-10,5.4208304511860206e-11,map_converged
exact,picard,1.1666666666666667,0.0,True,True,True,27,1.0280065687595652e-10,5.490130572383123e-11,map_converged
exact,picard,1.2,0.0,True,True,True,27,1.0280065687595652e-10,5.560429894302388e-11,map_converged
exact,picard,1.2333333333333334,0.0,True,True,True,27,1.0280065687595652e-10,5.6317728258648003e-11,map_converged
exact,picard,1.2666666666666666,0.0,True,True,True,27,1.0280065687595652e-10,5.7041593670703605e-11,map_converged
exact,picard,1.3,0.0,True,True,True,27,1.0280065687595652e-10,5.777700540221531e-11,map_converged
exact,picard,1.3333333333333333,0.0,True,True,True,27,1.0280065687595652e-10,5.852374140857819e-11,map_converged
exact,picard,1.3666666666666667,0.0,True,True,True,28,4.3717029996059864e-11,2.5210944443188055e-11,map_converged
exact,picard,1.4,0.0,True,True,True,28,4.3717029996059864e-11,2.553912636926725e-11,map_converged
exact,picard,1.4333333333333333,0.0,True,True,True,28,4.3717029996059864e-11,2.5872859410469573e-11,map_converged
exact,picard,1.4666666666666666,0.0,True,True,True,28,4.3717029996059864e-11,2.6212365611399946e-11,map_converged
exact,picard,1.5,0.0,True,True,True,28,4.3717029996059864e-11,2.655853315047807e-11,map_converged
exact,picard,1.5333333333333332,0.0,True,True,True,28,4.3717029996059864e-11,2.691069589388917e-11,map_converged
exact,picard,1.5666666666666667,0.0,True,True,True,28,4.3717029996059864e-11,2.7270186109262795e-11,map_converged
exact,picard,1.6,0.0,True,True,True,28,4.3717029996059864e-11,2.7636559707389097e-11,map_converged
exact,picard,1.6333333333333333,0.0,True,True,True,28,4.3717029996059864e-11,2.8010704866687774e-11,map_converged
exact,picard,1.6666666666666667,0.0,True,True,True,28,4.3717029996059864e-11,2.8392843631763753e-11,map_converged
exact,picard,1.7,0.0,True,True,True,28,4.3717029996059864e-11,2.8783420091826883e-11,map_converged
exact,picard,1.7333333333333334,0.0,True,True,True,28,4.3717029996059864e-11,2.9183322425296865e-11,map_converged
exact,picard,1.7666666666666666,0.0,True,True,True,28,4.3717029996059864e-11,2.959232858756877e-11,map_converged
exact,picard,1.8,0.0,True,True,True,28,4.3717029996059864e-11,3.001199289087708e-11,map_converged
exact,picard,1.8333333333333333,0.0,True,True,True,28,4.3717029996059864e-11,3.044253737982672e-11,map_converged
